dist,dgp,n,cfg,m,k,objective,parameter,theta_true,R,n_success,conv_rate,bias,rel_bias,rmse,rel_rmse,sd,fail_not_applicable,fail_optimizer,fail_boundary,fail_nonfinite
burr,burr_moderada,100,P3c,3,3,A,shape1,2.0,300,298,0.9933333333333333,1.1881165715559776,0.5940582857779888,6.596826994119059,3.2984134970595296,6.499867548511716,0,2,0,0
burr,burr_moderada,100,P3c,3,3,A,shape2,1.5,300,298,0.9933333333333333,12987049.034933917,8658032.689955944,224148406.1429397,149432270.7619598,224148261.95384276,0,2,0,0
burr,burr_moderada,100,P3c,3,3,A,scale,500.0,300,298,0.9933333333333333,58654.85555797659,117.30971111595318,529305.4942970851,1058.6109885941703,526930.3982153985,0,2,0,0
burr,burr_moderada,100,P3c,3,3,B,shape1,2.0,300,300,1.0,0.8841988528510005,0.44209942642550026,4.052470108606967,2.0262350543034837,3.96144120548549,0,0,0,0
burr,burr_moderada,100,P3c,3,3,B,shape2,1.5,300,300,1.0,2596.8705095650853,1731.2470063767234,11458.855376548969,7639.2369176993125,11179.366000709033,0,0,0,0
burr,burr_moderada,100,P3c,3,3,B,scale,500.0,300,300,1.0,39287.066648471904,78.57413329694381,136240.19535734245,272.4803907146849,130670.7057311864,0,0,0,0
burr,burr_moderada,100,P3c,3,3,Bg,shape1,2.0,300,300,1.0,0.8745353128860542,0.4372676564430271,3.907001120460296,1.953500560230148,3.8142286519238926,0,0,0,0
burr,burr_moderada,100,P3c,3,3,Bg,shape2,1.5,300,300,1.0,1220.1092896403215,813.4061930935477,3049.4553431683926,2032.9702287789285,2799.3987430136262,0,0,0,0
burr,burr_moderada,100,P3c,3,3,Bg,scale,500.0,300,300,1.0,22482.752077150126,44.96550415430025,54971.07757441069,109.94215514882137,50247.00089616771,0,0,0,0
burr,burr_moderada,100,P3c,3,3,C,shape1,2.0,300,300,1.0,0.8901299105245783,0.4450649552622892,4.0210091934347405,2.0105045967173703,3.927799516210235,0,0,0,0
burr,burr_moderada,100,P3c,3,3,C,shape2,1.5,300,300,1.0,10771.371032177185,7180.914021451456,119949.51140603193,79966.34093735462,119664.50950644338,0,0,0,0
burr,burr_moderada,100,P3c,3,3,C,scale,500.0,300,300,1.0,63780.18733773641,127.56037467547281,331375.6671202086,662.7513342404172,325723.1529542043,0,0,0,0
burr,burr_moderada,100,P3c,3,3,D,shape1,2.0,300,299,0.9966666666666667,0.8187015310451651,0.40935076552258254,3.3284387008171596,1.6642193504085798,3.231587681178113,0,1,0,0
burr,burr_moderada,100,P3c,3,3,D,shape2,1.5,300,299,0.9966666666666667,3850.519639572744,2567.013093048496,35275.906753328556,23517.271168885705,35123.91132023537,0,1,0,0
burr,burr_moderada,100,P3c,3,3,D,scale,500.0,300,299,0.9966666666666667,31668.657295665278,63.33731459133055,82522.8330766815,165.04566615336302,76332.17594330391,0,1,0,0
burr,burr_moderada,100,P3w,3,3,A,shape1,2.0,300,296,0.9866666666666667,0.14284850283079775,0.07142425141539888,0.47853115727690126,0.23926557863845063,0.45748600653688953,0,4,0,0
burr,burr_moderada,100,P3w,3,3,A,shape2,1.5,300,296,0.9866666666666667,670.2503962529236,446.83359750194904,4758.516624802727,3172.3444165351516,4719.054948105186,0,4,0,0
burr,burr_moderada,100,P3w,3,3,A,scale,500.0,300,296,0.9866666666666667,10013.597347732513,20.027194695465028,44172.598756501764,88.34519751300353,43095.48402633367,0,4,0,0
burr,burr_moderada,100,P3w,3,3,B,shape1,2.0,300,300,1.0,0.1411665985698618,0.0705832992849309,0.49302613891786107,0.24651306945893053,0.47317340939200614,0,0,0,0
burr,burr_moderada,100,P3w,3,3,B,shape2,1.5,300,300,1.0,2029.678627398101,1353.1190849320674,26294.38696023032,17529.591306820214,26259.736661199247,0,0,0,0
burr,burr_moderada,100,P3w,3,3,B,scale,500.0,300,300,1.0,18597.798771735528,37.19559754347106,107316.1441149567,214.6322882299134,105868.96362996002,0,0,0,0
burr,burr_moderada,100,P3w,3,3,Bg,shape1,2.0,300,300,1.0,0.14608043404055993,0.07304021702027996,0.48869054232256415,0.24434527116128207,0.46712557980025293,0,0,0,0
burr,burr_moderada,100,P3w,3,3,Bg,shape2,1.5,300,300,1.0,1134.9411610176712,756.6274406784474,8319.436042383737,5546.290694922492,8255.428413189253,0,0,0,0
burr,burr_moderada,100,P3w,3,3,Bg,scale,500.0,300,300,1.0,13984.299830554699,27.968599661109398,68449.17480064915,136.89834960129832,67117.39494960832,0,0,0,0
burr,burr_moderada,100,P3w,3,3,C,shape1,2.0,300,300,1.0,0.14110679963460138,0.07055339981730069,0.4930664798384409,0.24653323991922044,0.4732334776673164,0,0,0,0
burr,burr_moderada,100,P3w,3,3,C,shape2,1.5,300,300,1.0,804.4811154328729,536.3207436219153,5305.500018546083,3537.0000123640552,5252.915156416107,0,0,0,0
burr,burr_moderada,100,P3w,3,3,C,scale,500.0,300,300,1.0,16339.96735758174,32.679934715163476,79331.66410721041,158.66332821442083,77760.36250362221,0,0,0,0
