"dist","scenario","n","rep","scheme","k","ref_kind","valid","reason","J_fro_rel","var_rel_err_max","se_rel_err_max","cov_offdiag_abs_err","chol_ok","rcond","asym","eig_min","eig_max","n_eval","secs"
"poisson","lambda_grande",100,1,"B",1,"observed",TRUE,NA,1.54147219122e-08,1.54147218106609e-08,7.7073608728134e-09,NA,TRUE,1,0,79774.001229694,79774.001229694,3,0
"poisson","lambda_grande",100,1,"C_richardson",1,"observed",TRUE,NA,1.69594003988793e-10,1.69593713444204e-10,8.47968306422087e-11,NA,TRUE,1,0,79774.0000135292,79774.0000135292,6,0
"poisson","lambda_grande",100,2,"A",1,"observed",TRUE,NA,5.5446556588537e-08,5.54465535229374e-08,2.77232771551616e-08,NA,TRUE,1,0,79797.0044244689,79797.0044244689,3,0
"poisson","lambda_grande",100,2,"B",1,"observed",TRUE,NA,1.44492671194458e-08,1.44492665705799e-08,7.22463339770891e-09,NA,TRUE,1,0,79797.0011530082,79797.0011530082,3,0
"poisson","lambda_grande",100,2,"C_richardson",1,"observed",TRUE,NA,1.03457247709085e-10,1.03457308971213e-10,5.17287798837411e-11,NA,TRUE,1,0,79797.0000082556,79797.0000082556,6,0
"poisson","lambda_grande",100,3,"A",1,"observed",TRUE,NA,5.54928624860716e-08,5.54928595076574e-08,2.77464300896434e-08,NA,TRUE,1,0,80148.0044476419,80148.0044476419,3,0
"poisson","lambda_grande",100,3,"B",1,"observed",TRUE,NA,1.19783013170297e-08,1.1978300990429e-08,5.98915049632195e-09,NA,TRUE,1,0,80147.9990399631,80147.9990399631,3,0
"poisson","lambda_grande",100,3,"C_richardson",1,"observed",TRUE,NA,7.91956230926646e-11,7.91955766380564e-11,3.95978608750366e-11,NA,TRUE,1,0,80147.9999936526,80147.9999936526,6,0
"poisson","lambda_grande",1000,1,"A",1,"observed",TRUE,NA,5.54611931128724e-08,5.54611898203517e-08,2.77305953893011e-08,NA,TRUE,1,0,799478.044340004,799478.044340004,3,0
"poisson","lambda_grande",1000,1,"B",1,"observed",TRUE,NA,1.39181036535905e-08,1.39181039688953e-08,6.95905188996759e-09,NA,TRUE,1,0,799477.988872782,799477.988872782,3,0
"poisson","lambda_grande",1000,1,"C_richardson",1,"observed",TRUE,NA,2.49857599257235e-10,2.49857741529669e-10,1.24928865580386e-10,NA,TRUE,1,0,799477.999800244,799477.999800244,6,0.00100000000000011
"poisson","lambda_grande",1000,2,"A",1,"observed",TRUE,NA,5.54234091175233e-08,5.54234060495985e-08,2.77117034135142e-08,NA,TRUE,1,0,798558.044258807,798558.044258807,3,0.00099999999999989
"poisson","lambda_grande",1000,2,"B",1,"observed",TRUE,NA,1.6269641628169e-08,1.62696420662444e-08,8.13482108255116e-09,NA,TRUE,1,0,798557.987007748,798557.987007748,3,0
"poisson","lambda_grande",1000,2,"C_richardson",1,"observed",TRUE,NA,9.01661201189634e-13,9.01877729700709e-13,4.50862345067243e-13,NA,TRUE,1,0,798558.00000072,798558.00000072,6,0
"poisson","lambda_grande",1000,3,"A",1,"observed",TRUE,NA,5.5434837959837e-08,5.54348348664122e-08,2.77174177373722e-08,NA,TRUE,1,0,798680.044274696,798680.044274696,3,0.00100000000000011
"poisson","lambda_grande",1000,3,"B",1,"observed",TRUE,NA,2.79511819023303e-08,2.7951182572581e-08,1.39755912526969e-08,NA,TRUE,1,0,798679.97767595,798679.97767595,3,0
"poisson","lambda_grande",1000,3,"C_richardson",1,"observed",TRUE,NA,1.648556282109e-11,1.64857026379082e-11,8.24285847251739e-12,NA,TRUE,1,0,798680.000013167,798680.000013167,6,0
"poisson","lambda_grande",10000,1,"A",1,"observed",TRUE,NA,5.50982316394138e-08,5.50982285501498e-08,2.7549114548547e-08,NA,TRUE,1,0,8000974.44083952,8000974.44083952,3,0.002
"poisson","lambda_grande",10000,1,"B",1,"observed",TRUE,NA,2.2966149418781e-07,2.29661546918502e-07,1.14830766962047e-07,NA,TRUE,1,0,8000972.16248436,8000972.16248436,3,0.002
"poisson","lambda_grande",10000,1,"C_richardson",1,"observed",TRUE,NA,2.54026047574184e-09,2.54026038766436e-09,1.27013022991249e-09,NA,TRUE,1,0,8000973.97967544,8000973.97967544,6,0.004
"poisson","lambda_grande",10000,2,"A",1,"observed",TRUE,NA,5.62503702249523e-08,5.62503672697594e-08,2.81251840119883e-08,NA,TRUE,1,0,8000005.45000324,8000005.45000324,3,0.002
"poisson","lambda_grande",10000,2,"B",1,"observed",TRUE,NA,2.02155069178929e-07,2.0215502824837e-07,1.01077519177553e-07,NA,TRUE,1,0,8000006.61724156,8000006.61724156,3,0.002
"poisson","lambda_grande",10000,2,"C_richardson",1,"observed",TRUE,NA,3.51832179715318e-09,3.51832162777233e-09,1.75916067646683e-09,NA,TRUE,1,0,8000005.02814659,8000005.02814659,6,0.00300000000000011
"poisson","lambda_grande",10000,3,"A",1,"observed",TRUE,NA,5.53571901159701e-08,5.53571871173167e-08,2.76785939310945e-08,NA,TRUE,1,0,8000796.44290159,8000796.44290159,3,0.002
"poisson","lambda_grande",10000,3,"B",1,"observed",TRUE,NA,6.26110791234645e-08,6.26110832679934e-08,3.13055411958749e-08,NA,TRUE,1,0,8000795.49906153,8000795.49906153,3,0.002
"poisson","lambda_grande",10000,3,"C_richardson",1,"observed",TRUE,NA,1.33968935924641e-09,1.33968922468256e-09,6.6984466093889e-10,NA,TRUE,1,0,8000795.98928142,8000795.98928142,6,0.00300000000000011
"geometric","p_media",100,1,"A",1,"observed",TRUE,NA,1.04550962021221e-07,1.04550951005177e-07,5.22754768429051e-08,NA,TRUE,1,0,51.9230823516846,51.9230823516846,3,0.00099999999999989
"geometric","p_media",100,1,"B",1,"observed",TRUE,NA,5.92178592092367e-05,5.92143526618283e-05,2.96076146362359e-05,NA,TRUE,1,0,51.9261516965359,51.9261516965359,3,0.00099999999999989
"geometric","p_media",100,1,"C_richardson",1,"observed",TRUE,NA,8.39233398363814e-07,8.39232693726149e-07,4.19616434889554e-07,NA,TRUE,1,0,51.9231204986572,51.9231204986572,6,0
"geometric","p_media",100,2,"A",1,"observed",TRUE,NA,1.18465598622899e-07,1.18465584794589e-07,5.92327941615738e-08,NA,TRUE,1,0,52.1531162261963,52.1531162261963,3,0
"geometric","p_media",100,2,"B",1,"observed",TRUE,NA,0.000121683976755458,0.000121669171566981,6.0836436319475e-05,NA,TRUE,1,0,52.1594562456777,52.1594562456777,3,0
"geometric","p_media",100,2,"C_richardson",1,"observed",TRUE,NA,5.15450760396098e-07,5.1545102564986e-07,2.5772547977643e-07,NA,TRUE,1,0,52.1530831654867,52.1530831654867,6,0
"geometric","p_media",100,3,"A",1,"observed",TRUE,NA,3.42589158346567e-07,3.42589040946571e-07,1.71294535141415e-07,NA,TRUE,1,0,50.9804096221924,50.9804096221924,3,0
"geometric","p_media",100,3,"B",1,"observed",TRUE,NA,7.87609327241157e-05,7.87547299281353e-05,3.93781402830244e-05,NA,TRUE,1,0,50.9844074200997,50.9844074200997,3,0.00100000000000011
"geometric","p_media",100,3,"C_richardson",1,"observed",TRUE,NA,1.09085669891147e-06,1.09085550884846e-06,5.45427903117989e-07,NA,TRUE,1,0,50.980447769165,50.980447769165,6,0
"geometric","p_media",1000,1,"A",1,"observed",TRUE,NA,1.42722906073866e-06,1.42722702376493e-06,7.13613766535529e-07,NA,TRUE,1,0,507.874740600586,507.874740600586,3,0
"geometric","p_media",1000,1,"B",1,"observed",TRUE,NA,0.00127939871143304,0.00128103766937658,0.000640313833785477,NA,TRUE,1,0,507.224242386713,507.224242386713,3,0
"geometric","p_media",1000,1,"C_richardson",1,"observed",TRUE,NA,1.69599666151334e-05,1.6960254260302e-05,8.48009117409415e-06,NA,TRUE,1,0,507.86540222168,507.86540222168,6,0
"geometric","p_media",1000,2,"A",1,"observed",TRUE,NA,2.70143315685321e-07,2.701432427835e-07,1.35071630592654e-07,NA,TRUE,1,0,499.249008178711,499.249008178711,3,0
"geometric","p_media",1000,2,"B",1,"observed",TRUE,NA,0.00148810578866774,0.00149032354776616,0.000744884347537375,NA,TRUE,1,0,498.505938171607,498.505938171607,3,0
"geometric","p_media",1000,2,"C_richardson",1,"observed",TRUE,NA,2.46019532389349e-06,2.460201376265e-06,1.23009993146377e-06,NA,TRUE,1,0,499.247645060221,499.247645060221,6,0
"geometric","p_media",1000,3,"A",1,"observed",TRUE,NA,6.41820764021624e-06,6.41816644719566e-06,3.20908837274693e-06,NA,TRUE,1,0,481.868377685547,481.868377685547,3,0.00099999999999989
"geometric","p_media",1000,3,"B",1,"observed",TRUE,NA,0.00134649200977477,0.00134468140700472,0.000672566876604038,NA,TRUE,1,0,482.514112730099,482.514112730099,3,0
"geometric","p_media",1000,3,"C_richardson",1,"observed",TRUE,NA,3.9693634142251e-06,3.96934765821504e-06,1.98467579845401e-06,NA,TRUE,1,0,481.867197672526,481.867197672526,6,0.00099999999999989
"geometric","p_media",10000,1,"A",1,"observed",TRUE,NA,5.2035970823389e-05,5.20386787061798e-05,2.60190008589499e-05,NA,TRUE,1,0,5031.53466796875,5031.53466796875,3,0.00100000000000011
"geometric","p_media",10000,1,"B",1,"observed",TRUE,NA,0.0139465277050416,0.0141437843858327,0.0070470616539392,NA,TRUE,1,0,4961.6204130581,4961.6204130581,3,0.00100000000000011
"geometric","p_media",10000,1,"C_richardson",1,"observed",TRUE,NA,0.000255430026905538,0.000255495288073713,0.00012773948534879,NA,TRUE,1,0,5030.51123046875,5030.51123046875,6,0.00100000000000011
"geometric","p_media",10000,2,"A",1,"observed",TRUE,NA,3.13894589390196e-05,3.13884736718778e-05,1.56943599924111e-05,NA,TRUE,1,0,4994.40014648438,4994.40014648438,3,0.00100000000000011
"geometric","p_media",10000,2,"B",1,"observed",TRUE,NA,0.000669087988050207,0.000668640608650651,0.000334376208049607,NA,TRUE,1,0,4997.58496814175,4997.58496814175,3,0.00100000000000011
"geometric","p_media",10000,2,"C_richardson",1,"observed",TRUE,NA,2.84563945315073e-05,2.84555847883095e-05,1.42278936105707e-05,NA,TRUE,1,0,4994.38549804688,4994.38549804688,6,0.00100000000000011
"geometric","p_media",10000,3,"A",1,"observed",TRUE,NA,3.03558807833556e-05,3.03568022908925e-05,1.51782859552711e-05,NA,TRUE,1,0,4997.34704589844,4997.34704589844,3,0.00100000000000011
"geometric","p_media",10000,3,"B",1,"observed",TRUE,NA,0.0152691297558512,0.0155058912208833,0.00772312230140049,NA,TRUE,1,0,4921.19129251578,4921.19129251578,3,0
"geometric","p_media",10000,3,"C_richardson",1,"observed",TRUE,NA,5.97651240109582e-05,5.97686960944283e-05,2.98839015234402e-05,NA,TRUE,1,0,4997.20007324219,4997.20007324219,6,0.00100000000000011
"geometric","p_pequena",100,1,"A",1,"observed",TRUE,NA,3.35215555216661e-08,3.35215546609811e-08,1.67607775489457e-08,NA,TRUE,1,0,98.9279621498383,98.9279621498383,3,0
"geometric","p_pequena",100,1,"B",1,"observed",TRUE,NA,6.62886187764216e-07,6.6288574832512e-07,3.31442929096258e-07,NA,TRUE,1,0,98.9280244115967,98.9280244115967,3,0
"geometric","p_pequena",100,1,"C_richardson",1,"observed",TRUE,NA,2.17241347998718e-08,2.17241349052727e-08,1.08620672850587e-08,NA,TRUE,1,0,98.9279566844949,98.9279566844949,6,0
"geometric","p_pequena",100,2,"A",1,"observed",TRUE,NA,2.80133904257933e-08,2.80133896772221e-08,1.40066948995314e-08,NA,TRUE,1,0,99.0333522184358,99.0333522184358,3,0.00100000000000011
"geometric","p_pequena",100,2,"B",1,"observed",TRUE,NA,2.57547248559055e-06,2.57547911817089e-06,1.28773872995955e-06,NA,TRUE,1,0,99.0330943865093,99.0330943865093,3,0
"geometric","p_pequena",100,2,"C_richardson",1,"observed",TRUE,NA,8.84160162672321e-09,8.84160185699857e-09,4.42080096460709e-09,NA,TRUE,1,0,99.0333503197894,99.0333503197894,6,0
"geometric","p_pequena",100,3,"A",1,"observed",TRUE,NA,2.96206979873725e-08,2.96206972530782e-08,1.48103486499718e-08,NA,TRUE,1,0,98.9553983139755,98.9553983139755,3,0
"geometric","p_pequena",100,3,"B",1,"observed",TRUE,NA,4.26118673331938e-06,4.26116857544332e-06,2.13058655742053e-06,NA,TRUE,1,0,98.9558170502656,98.9558170502656,3,0
"geometric","p_pequena",100,3,"C_richardson",1,"observed",TRUE,NA,7.92536141943628e-08,7.92536078930662e-08,3.96268047286646e-08,NA,TRUE,1,0,98.9554032254203,98.9554032254203,6,0
"geometric","p_pequena",1000,1,"A",1,"observed",TRUE,NA,2.12442359321104e-08,2.12442362839309e-08,1.06221181078064e-08,NA,TRUE,1,0,990.159977390407,990.159977390407,3,0
"geometric","p_pequena",1000,1,"B",1,"observed",TRUE,NA,3.54185932011599e-05,3.54198477222878e-05,1.7709767043132e-05,NA,TRUE,1,0,990.124928351411,990.124928351411,3,0
"geometric","p_pequena",1000,1,"C_richardson",1,"observed",TRUE,NA,4.61850503427572e-07,4.61850716786709e-07,2.30925331769328e-07,NA,TRUE,1,0,990.159541119706,990.159541119706,6,0.00099999999999989
"geometric","p_pequena",1000,2,"A",1,"observed",TRUE,NA,1.25563886252574e-08,1.25563886611777e-08,6.27819421795857e-09,NA,TRUE,1,0,989.616012093715,989.616012093715,3,0
"geometric","p_pequena",1000,2,"B",1,"observed",TRUE,NA,2.56334871991549e-05,2.56341442914184e-05,1.28169900081439e-05,NA,TRUE,1,0,989.590632358652,989.590632358652,3,0
"geometric","p_pequena",1000,2,"C_richardson",1,"observed",TRUE,NA,1.22080252178173e-07,1.22080266701283e-07,6.10401316111342e-08,NA,TRUE,1,0,989.615878855141,989.615878855141,6,0
"geometric","p_pequena",1000,3,"A",1,"observed",TRUE,NA,1.593452498479e-08,1.59345249905217e-08,7.9672624521346e-09,NA,TRUE,1,0,988.832695801695,988.832695801695,3,0
"geometric","p_pequena",1000,3,"B",1,"observed",TRUE,NA,8.80698014846814e-06,8.80705771191732e-06,4.40351916058872e-06,NA,TRUE,1,0,988.823971415333,988.823971415333,3,0
"geometric","p_pequena",1000,3,"C_richardson",1,"observed",TRUE,NA,7.74638717776191e-09,7.74638733908164e-09,3.87319360897477e-09,NA,TRUE,1,0,988.832687704997,988.832687704997,6,0
"geometric","p_pequena",10000,1,"A",1,"observed",TRUE,NA,4.44618948516964e-07,4.4461914623215e-07,2.22309548302436e-07,NA,TRUE,1,0,9901.19571985546,9901.19571985546,3,0
"geometric","p_pequena",10000,1,"B",1,"observed",TRUE,NA,0.000154736343491817,0.000154760290533623,7.73771516549287e-05,NA,TRUE,1,0,9899.66804661357,9899.66804661357,3,0
"geometric","p_pequena",10000,1,"C_richardson",1,"observed",TRUE,NA,1.99961350531976e-06,1.99961750367892e-06,9.99808251937066e-07,NA,TRUE,1,0,9901.18032354317,9901.18032354317,6,0.00099999999999989
"geometric","p_pequena",10000,2,"A",1,"observed",TRUE,NA,1.81293100490961e-07,1.81293133095385e-07,9.06465624354084e-08,NA,TRUE,1,0,9900.92719390124,9900.92719390124,3,0
"geometric","p_pequena",10000,2,"B",1,"observed",TRUE,NA,7.43291728950504e-05,7.43346981317231e-05,3.71666583856649e-05,NA,TRUE,1,0,9900.19306100872,9900.19306100872,3,0.00099999999999989
"geometric","p_pequena",10000,2,"C_richardson",1,"observed",TRUE,NA,4.32785848448627e-07,4.32785661020235e-07,2.16392853835298e-07,NA,TRUE,1,0,9900.93327385331,9900.93327385331,6,0.00099999999999989
"geometric","p_pequena",10000,3,"A",1,"observed",TRUE,NA,1.38313779200886e-07,1.38313798404681e-07,6.91568968616358e-08,NA,TRUE,1,0,9900.04171211953,9900.04171211953,3,0
"geometric","p_pequena",10000,3,"B",1,"observed",TRUE,NA,0.000101078958313217,0.000101089176301925,5.05433108379228e-05,NA,TRUE,1,0,9899.04239538998,9899.04239538998,3,0
"geometric","p_pequena",10000,3,"C_richardson",1,"observed",TRUE,NA,2.91274170348155e-06,2.91275018781039e-06,1.45637403350918e-06,NA,TRUE,1,0,9900.01424516355,9900.01424516355,6,0.00099999999999989
"geometric","p_grande",100,1,"A",1,"observed",TRUE,NA,6.55281788031202e-08,6.55281827655756e-08,3.27640908738223e-08,NA,TRUE,1,0,7.4074069220135,7.4074069220135,3,0
"geometric","p_grande",100,1,"B",1,"observed",TRUE,NA,6.2754207073361e-05,6.27581454105393e-05,3.1378580397664e-05,NA,TRUE,1,0,7.4069425614291,7.4069425614291,3,0.00099999999999989
"geometric","p_grande",100,1,"C_richardson",1,"observed",TRUE,NA,7.11346638233578e-07,7.1134714412016e-07,3.55673508827756e-07,NA,TRUE,1,0,7.40740213817306,7.40740213817306,6,0
"geometric","p_grande",100,2,"A",1,"observed",TRUE,NA,2.00822743572359e-07,2.00822703223267e-07,1.00411356696344e-07,NA,TRUE,1,0,5.66037849522309,5.66037849522309,3,0
"geometric","p_grande",100,2,"B",1,"observed",TRUE,NA,0.000179778094433003,0.000179745780079137,8.98769289706925e-05,NA,TRUE,1,0,5.66139497034586,5.66139497034586,3,0
"geometric","p_grande",100,2,"C_richardson",1,"observed",TRUE,NA,1.28639466808818e-06,1.28639301307656e-06,6.43196713433279e-07,NA,TRUE,1,0,5.66038463996983,5.66038463996983,6,0
"geometric","p_grande",100,3,"A",1,"observed",TRUE,NA,3.17689943346419e-07,3.17689842357515e-07,1.58844933723942e-07,NA,TRUE,1,0,6.54205815311178,6.54205815311178,3,0
"geometric","p_grande",100,3,"B",1,"observed",TRUE,NA,0.000160512730203661,0.000160486970001894,8.02467047677469e-05,NA,TRUE,1,0,6.54310615804806,6.54310615804806,3,0
"geometric","p_grande",100,3,"C_richardson",1,"observed",TRUE,NA,9.56726795678772e-07,9.56725880475798e-07,4.78363054656054e-07,NA,TRUE,1,0,6.5420623337267,6.5420623337267,6,0
"geometric","p_grande",1000,1,"A",1,"observed",TRUE,NA,1.25878896710513e-06,1.25879055166832e-06,6.29395077781873e-07,NA,TRUE,1,0,58.3803408239963,58.3803408239963,3,0
"geometric","p_grande",1000,1,"B",1,"observed",TRUE,NA,0.000210067410879899,0.000210111548468864,0.000105050256456302,NA,TRUE,1,0,58.368150490137,58.368150490137,3,0
"geometric","p_grande",1000,1,"C_richardson",1,"observed",TRUE,NA,4.31242568602752e-06,4.31244428313729e-06,2.1562198170245e-06,NA,TRUE,1,0,58.3801625514195,58.3801625514195,6,0
"geometric","p_grande",1000,2,"A",1,"observed",TRUE,NA,1.20341692798271e-07,1.20341707367902e-07,6.01708518724564e-08,NA,TRUE,1,0,33.816421051247,33.816421051247,3,0
"geometric","p_grande",1000,2,"B",1,"observed",TRUE,NA,5.20919087012056e-05,5.20946224097843e-05,2.60469719824852e-05,NA,TRUE,1,0,33.8146635586429,33.8146635586429,3,0
"geometric","p_grande",1000,2,"C_richardson",1,"observed",TRUE,NA,9.37883326932773e-08,9.37883235590093e-08,4.68941628570993e-08,NA,TRUE,1,0,33.816428292359,33.816428292359,6,0
"geometric","p_grande",1000,3,"A",1,"observed",TRUE,NA,6.19963763082243e-07,6.19964146961473e-07,3.099820253537e-07,NA,TRUE,1,0,39.3851821147796,39.3851821147796,3,0
"geometric","p_grande",1000,3,"B",1,"observed",TRUE,NA,0.000217795800072855,0.000217748375391325,0.000108880115135453,NA,TRUE,1,0,39.3937844647482,39.3937844647482,3,0
"geometric","p_grande",1000,3,"C_richardson",1,"observed",TRUE,NA,4.62247766745767e-07,4.62247553541691e-07,2.31123803515407e-07,NA,TRUE,1,0,39.3852247379042,39.3852247379042,6,0
"geometric","p_grande",10000,1,"A",1,"observed",TRUE,NA,1.19715577200595e-06,1.19715720479434e-06,5.98578423229748e-07,NA,TRUE,1,0,487.061821781054,487.061821781054,3,0
"geometric","p_grande",10000,1,"B",1,"observed",TRUE,NA,0.00162392016604338,0.00162128732486186,0.000810972500629313,NA,TRUE,1,0,487.853355332014,487.853355332014,3,0
"geometric","p_grande",10000,1,"C_richardson",1,"observed",TRUE,NA,6.97808417370385e-05,6.97759727110043e-05,3.48885949624906e-05,NA,TRUE,1,0,487.096392495213,487.096392495213,6,0
"geometric","p_grande",10000,2,"A",1,"observed",TRUE,NA,7.25435120970809e-07,7.25435646761278e-07,3.62717757618219e-07,NA,TRUE,1,0,487.062051538448,487.062051538448,3,0
"geometric","p_grande",10000,2,"B",1,"observed",TRUE,NA,0.0017349016691642,0.00173189699817122,0.000866323757512121,NA,TRUE,1,0,487.90741024982,487.90741024982,3,0
"geometric","p_grande",10000,2,"C_richardson",1,"observed",TRUE,NA,6.86210473545859e-05,6.86163388296357e-05,3.43087579603924e-05,NA,TRUE,1,0,487.095827602972,487.095827602972,6,0.00099999999999989
"geometric","p_grande",10000,3,"A",1,"observed",TRUE,NA,2.14465120676145e-05,2.14460521245094e-05,1.07230835546239e-05,NA,TRUE,1,0,510.544257186841,510.544257186841,3,0
"geometric","p_grande",10000,3,"B",1,"observed",TRUE,NA,0.000202659473546051,0.000202618411005451,0.000101314337800321,NA,TRUE,1,0,510.636772439522,510.636772439522,3,0.00099999999999989
"geometric","p_grande",10000,3,"C_richardson",1,"observed",TRUE,NA,4.03805452227573e-05,4.0378914700289e-05,2.01896611613686e-05,NA,TRUE,1,0,510.553923641422,510.553923641422,6,0.00099999999999989
"normal","mu_pos",100,1,"A",2,"observed",TRUE,NA,4.64364938316116e-08,4.64362980610264e-08,2.32181492722285e-08,3.33921017250406e-09,TRUE,0.00264794182469167,0,0.529588389666765,200.00000928726,9,0.00099999999999989
"normal","mu_pos",100,1,"B",2,"observed",TRUE,NA,2.40561795758586e-06,2.40413375220088e-06,1.20206759858488e-06,1.55082010228028e-06,TRUE,0.00264793456480121,0,0.529588249466682,200.000480828177,9,0
"normal","mu_pos",100,1,"C_richardson",2,"observed",TRUE,NA,5.42636666017638e-09,5.41473928064405e-09,2.70736965835761e-09,6.51941068122294e-09,TRUE,0.0026479419587453,0,0.529588389147601,199.999998917052,18,0.00099999999999989
"normal","mu_pos",100,2,"A",2,"observed",TRUE,NA,5.05828514488206e-08,5.05829425877065e-08,2.5291471684272e-08,0,TRUE,0.00193995402919322,0,0.387990825464363,200.000010116589,9,0
"normal","mu_pos",100,2,"B",2,"observed",TRUE,NA,7.93852178516294e-07,3.16462131070974e-06,1.58231190718544e-06,2.63002100312117e-06,TRUE,0.00193995847779255,0,0.387992050899503,200.000157744842,9,0.00099999999999989
"normal","mu_pos",100,2,"C_richardson",2,"observed",TRUE,NA,4.39824934417396e-08,4.39825670102441e-08,2.19912837756856e-08,0,TRUE,0.00193995405501362,0,0.387990828067558,200.000008796514,18,0.00099999999999989
"normal","mu_pos",100,3,"A",2,"observed",TRUE,NA,3.87969525804478e-08,3.87970459905766e-08,1.93985233293156e-08,0,TRUE,0.00221584281928295,0,0.443168581050221,200.000007759409,9,0
"normal","mu_pos",100,3,"B",2,"observed",TRUE,NA,3.67361297779323e-06,3.67197803513233e-06,1.83599070307188e-06,2.61606019879772e-06,TRUE,0.00221582781506655,0,0.443167258721208,200.000734398843,9,0
"normal","mu_pos",100,3,"C_richardson",2,"observed",TRUE,NA,1.10840978110405e-08,2.48287466284718e-08,1.24143732878641e-08,0,TRUE,0.0022158428317357,0,0.443168571259216,200.000002216798,18,0.00100000000000033
"normal","mu_pos",1000,1,"A",2,"observed",TRUE,NA,1.69588106767342e-08,1.69559160472669e-08,8.47795809347748e-09,8.02413124872632e-10,TRUE,0.00212933705513686,0,4.25867418438284,2000.00003391183,9,0
"normal","mu_pos",1000,1,"B",2,"observed",TRUE,NA,1.58264712006981e-05,1.58261254243025e-05,7.91309402067127e-06,1.63037303898036e-07,TRUE,0.00212930715346063,0,4.25868209128267,2000.03165275372,9,0.00099999999999989
"normal","mu_pos",1000,1,"C_richardson",2,"observed",TRUE,NA,2.99841889233027e-07,2.99842468967779e-07,1.49921223217386e-07,8.02413334854299e-10,TRUE,0.0021293378470566,0,4.25867441908114,1999.99940031524,18,0
"normal","mu_pos",1000,2,"A",2,"observed",TRUE,NA,1.58170308271255e-08,1.58152468980259e-08,7.90762343462985e-09,5.255233039911e-10,TRUE,0.00235532391085449,0,4.7106478978098,2000.00003163049,9,0
"normal","mu_pos",1000,2,"B",2,"observed",TRUE,NA,3.18480649945853e-06,3.17412429493028e-06,1.58706340676599e-06,5.69491052678346e-07,TRUE,0.00235531052805287,0,4.71063774298618,2000.00634829759,9,0
"normal","mu_pos",1000,2,"C_richardson",2,"observed",TRUE,NA,4.65599816271516e-08,4.65506901966119e-08,2.32753448380365e-08,2.04370181632844e-09,TRUE,0.00235532411175837,0,4.71064801045796,1999.99990689862,18,0
"normal","mu_pos",1000,3,"A",2,"observed",TRUE,NA,9.8230037401394e-08,9.823030526866e-08,4.91151538244724e-08,8.40424775650601e-11,TRUE,0.0024455904409009,0,4.89118136254526,2000.00019646063,9,0.00099999999999989
"normal","mu_pos",1000,3,"B",2,"observed",TRUE,NA,2.08931617291518e-05,2.08923110084764e-05,1.04462100659096e-05,2.90291572670077e-07,TRUE,0.00244554440959875,0,4.89119197890662,2000.0417855031,9,0.00099999999999989
"normal","mu_pos",1000,3,"C_richardson",2,"observed",TRUE,NA,2.39106511917102e-07,2.39106945824091e-07,1.19553479953408e-07,2.52127369989428e-10,TRUE,0.00244559035980094,0,4.89118188996113,2000.00047821401,18,0.00099999999999989
"normal","mu_pos",10000,1,"A",2,"observed",TRUE,NA,1.98848975014007e-07,1.98835043909518e-07,9.94175269303652e-08,5.6399081779524e-10,TRUE,0.0022400371802993,0,44.8007526654814,20000.0039767017,9,0
"normal","mu_pos",10000,1,"B",2,"observed",TRUE,NA,4.86075071810689e-05,4.86018492821238e-05,2.43012199157054e-05,1.34452181007804e-07,TRUE,0.0022399331583419,0,44.8008766992326,20000.9720856855,9,0.00099999999999989
"normal","mu_pos",10000,1,"C_richardson",2,"observed",TRUE,NA,6.55007576591897e-08,1.76237923302953e-07,8.81189655152241e-08,1.27085928010003e-09,TRUE,0.00224003782085129,0,44.8007596829739,20000.0013055526,18,0.00199999999999978
"normal","mu_pos",10000,2,"A",2,"observed",TRUE,NA,9.4974175783692e-08,9.49743533118178e-08,4.74871777637354e-08,2.27051440526752e-11,TRUE,0.00223044900267255,0,44.6089842961958,20000.0018994872,9,0.00100000000000033
"normal","mu_pos",10000,2,"B",2,"observed",TRUE,NA,2.46701094359916e-05,2.46628807245127e-05,1.2331516395341e-05,1.35321179539794e-07,TRUE,0.00223042254265315,0,44.609587028219,20000.4932712409,9,0.00099999999999989
"normal","mu_pos",10000,2,"C_richardson",2,"observed",TRUE,NA,2.14989204248613e-07,2.94819279964396e-07,1.47409650884945e-07,2.74984410384079e-10,TRUE,0.00223044937267081,0,44.6089971168027,20000.0042997122,18,0.00199999999999978
"normal","mu_pos",10000,3,"A",2,"observed",TRUE,NA,1.29084907758365e-07,1.290852206187e-07,6.45426082499958e-08,2.22087633336913e-11,TRUE,0.00226700220971122,0,45.3400383476439,19999.9974182959,9,0.00099999999999989
"normal","mu_pos",10000,3,"B",2,"observed",TRUE,NA,1.02889479613332e-05,1.02861249301105e-05,5.14304923959117e-06,5.71597493224031e-08,TRUE,0.00226701111831606,0,45.3397718206628,19999.7942798867,9,0.00099999999999989
"normal","mu_pos",10000,3,"C_richardson",2,"observed",TRUE,NA,3.12457888042862e-07,3.1242420933174e-07,1.56212092452931e-07,1.07342393024092e-09,TRUE,0.00226700224687771,0,45.3400310694018,19999.9937515179,18,0.00199999999999978
"normal","mu_cero",100,1,"A",2,"observed",TRUE,NA,2.54775785679972e-08,3.25965933087487e-08,1.62982968108957e-08,9.53311513143746e-11,TRUE,0.5001268291425,0,100.025369644165,200.000003814697,9,0
