dist,dgp,n,cfg,m,k,objective,parameter,theta_true,R,n_success,conv_rate,bias,rel_bias,rmse,rel_rmse,sd,fail_not_applicable,fail_optimizer,fail_boundary,fail_nonfinite
weibull,wei_moderada,100,P3w,3,2,A,scale,600.0,300,300,1.0,-2.329555804161714,-0.00388259300693619,45.88583361630567,0.07647638936050945,45.90323066011115,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,B,shape,1.5,300,300,1.0,0.04687004567775732,0.03124669711850488,0.1816380758405764,0.12109205056038426,0.1757799325735177,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,B,scale,600.0,300,300,1.0,-5.364121997071038,-0.00894020332845173,46.13110355439132,0.07688517259065221,45.894727333357075,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,Bg,shape,1.5,300,300,1.0,0.05159134752917738,0.03439423168611825,0.16395532272623425,0.10930354848415617,0.15588676334766416,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,Bg,scale,600.0,300,300,1.0,-2.329543674628553,-0.0038825727910475885,45.885858386783156,0.07647643064463859,45.903256121635614,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,C,shape,1.5,300,300,1.0,0.04514448074864097,0.03009632049909398,0.18067620242501212,0.12045080161667475,0.17523762933927095,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,C,scale,600.0,300,300,1.0,-3.1131046262008795,-0.005188507710334799,45.82463710579449,0.07637439517632415,45.795159141552105,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,D,shape,1.5,300,300,1.0,0.05900573020543476,0.03933715347028984,0.16374687028295895,0.1091645801886393,0.15300128312921074,0,0,0,0
weibull,wei_moderada,100,P3w,3,2,D,scale,600.0,300,300,1.0,-1.5251296124927194,-0.0025418826874878658,47.197885230015395,0.07866314205002566,47.25205680983637,0,0,0,0
weibull,wei_moderada,100,P5,5,2,A,shape,1.5,300,299,0.9966666666666667,0.043946637536668165,0.029297758357778775,0.15292096193077404,0.10194730795384936,0.14671572957112572,0,1,0,0
weibull,wei_moderada,100,P5,5,2,A,scale,600.0,300,299,0.9966666666666667,-3.4773179089665973,-0.005795529848277662,45.60744400722868,0.07601240667871446,45.55092347249413,0,1,0,0
weibull,wei_moderada,100,P5,5,2,B,shape,1.5,300,300,1.0,0.03827715571262358,0.02551810380841572,0.16721859651715343,0.11147906434476895,0.16305071857496012,0,0,0,0
weibull,wei_moderada,100,P5,5,2,B,scale,600.0,300,300,1.0,-6.990603071436112,-0.011651005119060188,45.68786881934358,0.0761464480322393,45.225331337645734,0,0,0,0
weibull,wei_moderada,100,P5,5,2,Bg,shape,1.5,300,300,1.0,0.043132992626358835,0.028755328417572557,0.15310338434987966,0.10206892289991977,0.14714742878876708,0,0,0,0
weibull,wei_moderada,100,P5,5,2,Bg,scale,600.0,300,300,1.0,-3.534394018868511,-0.005890656698114185,45.546941289320884,0.0759115688155348,45.485474028061105,0,0,0,0
weibull,wei_moderada,100,P5,5,2,C,shape,1.5,300,300,1.0,0.04077657326342554,0.027184382175617028,0.16771852505003704,0.11181235003335803,0.16295794659681137,0,0,0,0
weibull,wei_moderada,100,P5,5,2,C,scale,600.0,300,300,1.0,-4.254404169018358,-0.007090673615030596,45.366418834220376,0.07561069805703396,45.24195824262365,0,0,0,0
weibull,wei_moderada,100,P5,5,2,D,shape,1.5,300,300,1.0,0.04144525360786511,0.02763016907191007,0.1516916978548906,0.10112779856992705,0.14616386375699617,0,0,0,0
weibull,wei_moderada,100,P5,5,2,D,scale,600.0,300,300,1.0,-3.260148515769515,-0.005433580859615859,46.288161549686095,0.0771469359161435,46.25035837849,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,A,shape,1.5,300,290,0.9666666666666667,0.03666900076435575,0.024446000509570503,0.1905826626014388,0.1270551084009592,0.18734503948142076,0,10,0,0
weibull,wei_moderada,100,Pmk,2,2,A,scale,600.0,300,290,0.9666666666666667,-5.833958393021135,-0.009723263988368558,51.02339570845448,0.08503899284742414,50.77639540064585,0,10,0,0
weibull,wei_moderada,100,Pmk,2,2,B,shape,1.5,300,300,1.0,0.03785001240846997,0.025233341605646647,0.19225223027196436,0.12816815351464292,0.18880444999969867,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,B,scale,600.0,300,300,1.0,-4.857782875535918,-0.008096304792559864,50.88879434887126,0.08481465724811876,50.74104368454117,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,Bg,shape,1.5,300,300,1.0,0.037851543904340534,0.02523436260289369,0.1922523153043377,0.1281682102028918,0.1888042288191738,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,Bg,scale,600.0,300,300,1.0,-4.857864181322498,-0.008096440302204163,50.88882589982911,0.08481470983304851,50.741067623153135,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,C,shape,1.5,300,300,1.0,0.0378511592331332,0.025234106155422136,0.192252115914352,0.12816807727623467,0.18880410248536564,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,C,scale,600.0,300,300,1.0,-4.8581536341528135,-0.008096922723588022,50.88884486238308,0.08481474143730514,50.74105889929837,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,D,shape,1.5,300,300,1.0,0.037852865054837315,0.025235243369891542,0.19225086107257172,0.12816724071504781,0.18880247731891145,0,0,0,0
weibull,wei_moderada,100,Pmk,2,2,D,scale,600.0,300,300,1.0,-4.858821675829859,-0.008098036126383098,50.88856721831769,0.08481427869719615,50.740715335565994,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,A,shape,1.5,300,300,1.0,0.009305769456315893,0.006203846304210596,0.0648837671813865,0.043255844787591,0.06432026289751115,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,A,scale,600.0,300,300,1.0,1.4715624811132102,0.0024526041351886838,14.878493228932712,0.024797488714887853,14.830279450824296,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,B,shape,1.5,300,300,1.0,0.009529257316624795,0.0063528382110831965,0.06392451138886196,0.04261634092590797,0.06331587012218494,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,B,scale,600.0,300,300,1.0,1.3323226082520705,0.0022205376804201177,14.91125156425101,0.02485208594041835,14.876425414852326,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,Bg,shape,1.5,300,300,1.0,0.009305695525984481,0.006203797017322987,0.06488484090376043,0.043256560602506954,0.06432136038068052,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,Bg,scale,600.0,300,300,1.0,1.4716222691329222,0.0024527037818882036,14.878481572495867,0.02479746928749311,14.830261764833056,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,C,shape,1.5,300,300,1.0,0.009445407258324323,0.0062969381722162154,0.06390453081364793,0.04260302054243195,0.06330823893692292,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,C,scale,600.0,300,300,1.0,1.4412199644463044,0.002402033274077174,14.924976698814255,0.024874961164690425,14.880049306552989,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,D,shape,1.5,300,300,1.0,0.008499122970979434,0.0056660819806529554,0.0630453260139385,0.042030217342625666,0.0625741944171168,0,0,0,0
weibull,wei_moderada,1000,P3c,3,2,D,scale,600.0,300,300,1.0,1.5322248233177334,0.002553708038862889,14.962405903949628,0.02493734317324938,14.908613843944323,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,A,shape,1.5,300,297,0.99,0.007369970768842604,0.004913313845895069,0.050845256474408386,0.03389683764960559,0.050393194525716625,0,3,0,0
weibull,wei_moderada,1000,P3w,3,2,A,scale,600.0,300,297,0.99,1.6590417880684072,0.0027650696467806787,14.58593972432233,0.024309899540537215,14.515738632524826,0,3,0,0
weibull,wei_moderada,1000,P3w,3,2,B,shape,1.5,300,300,1.0,0.008452999596065602,0.005635333064043735,0.05266468449379136,0.03510978966252757,0.05206873310554897,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,B,scale,600.0,300,300,1.0,1.4105619484554381,0.0023509365807590638,14.620447424512625,0.024367412374187707,14.576558283323648,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,Bg,shape,1.5,300,300,1.0,0.007255693412942188,0.004837128941961459,0.050673115009749185,0.03378207667316612,0.050234761557955136,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,Bg,scale,600.0,300,300,1.0,1.6279734830070538,0.0027132891383450895,14.536086733376544,0.02422681122229424,14.468771117515189,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,C,shape,1.5,300,300,1.0,0.008276911948865484,0.005517941299243656,0.05262221243297121,0.03508147495531414,0.052054030040041166,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,C,scale,600.0,300,300,1.0,1.66129993728714,0.0027688332288119,14.64488583330553,0.024408143055509215,14.574664079571912,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,D,shape,1.5,300,300,1.0,0.008531872376233984,0.005687914917489323,0.04739734916612319,0.03159823277741546,0.04670102583933112,0,0,0,0
weibull,wei_moderada,1000,P3w,3,2,D,scale,600.0,300,300,1.0,1.5964745519826238,0.0026607909199710396,14.91442505175343,0.024857375086255715,14.853510231025728,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,A,shape,1.5,300,297,0.99,0.007748059508851934,0.00516537300590129,0.04857949669262019,0.03238633112841346,0.04803857953433945,0,3,0,0
weibull,wei_moderada,1000,P5,5,2,A,scale,600.0,300,297,0.99,1.597459699955266,0.0026624328332587764,13.909749124577045,0.02318291520762841,13.841035887633948,0,3,0,0
weibull,wei_moderada,1000,P5,5,2,B,shape,1.5,300,300,1.0,0.007936470619529956,0.0052909804130199705,0.05039505141048926,0.03359670094032617,0.049849341321678564,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,B,scale,600.0,300,300,1.0,1.2663235706259002,0.0021105392843765005,13.86100050995648,0.02310166751659413,13.826097170256054,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,Bg,shape,1.5,300,300,1.0,0.0072348054055808575,0.004823203603720572,0.04868196968757317,0.032454646458382114,0.04822180944786904,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,Bg,scale,600.0,300,300,1.0,1.5937981351340795,0.002656330225223466,13.915845758529743,0.02319307626421624,13.847372908528888,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,C,shape,1.5,300,300,1.0,0.008199514721764833,0.005466343147843222,0.05036874700806138,0.033579164672040925,0.0497799032009771,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,C,scale,600.0,300,300,1.0,1.5722085751407349,0.002620347625234558,13.89902735514337,0.023165045591905617,13.832893820652838,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,D,shape,1.5,300,300,1.0,0.008289815386206989,0.00552654359080466,0.04852851238207939,0.032352341588052926,0.04789511403097787,0,0,0,0
weibull,wei_moderada,1000,P5,5,2,D,scale,600.0,300,300,1.0,1.5208169209192874,0.0025346948681988124,14.12217791872722,0.0235369631978787,14.063509497722844,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,A,shape,1.5,300,290,0.9666666666666667,0.00924323163972196,0.006162154426481307,0.062401456034127764,0.04160097068941851,0.0618197589763607,0,10,0,0
weibull,wei_moderada,1000,Pmk,2,2,A,scale,600.0,300,290,0.9666666666666667,0.9422405968998646,0.0015704009948331076,15.145104763304786,0.025241841272174645,15.14189523354767,0,10,0,0
weibull,wei_moderada,1000,Pmk,2,2,B,shape,1.5,300,300,1.0,0.00939582383010662,0.006263882553404414,0.06356179104328603,0.04237452736219069,0.06296853629972451,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,B,scale,600.0,300,300,1.0,1.4884521033585543,0.0024807535055975903,15.29247718708636,0.025487461978477267,15.245297608908064,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,Bg,shape,1.5,300,300,1.0,0.009397501621172255,0.006265001080781503,0.06356354910121743,0.04237569940081162,0.06297006565173294,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,Bg,scale,600.0,300,300,1.0,1.488535235690506,0.0024808920594841764,15.292470761820116,0.025487451269700194,15.245282998320954,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,C,shape,1.5,300,300,1.0,0.009396579161723428,0.006264386107815619,0.06356216918479514,0.04237477945653009,0.06296880619305546,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,C,scale,600.0,300,300,1.0,1.4882953705451882,0.0024804922842419806,15.292458007107934,0.025487430011846557,15.245293657986203,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,D,shape,1.5,300,300,1.0,0.009400250246085706,0.006266833497390471,0.06356095557465119,0.04237397038310079,0.06296702727581785,0,0,0,0
weibull,wei_moderada,1000,Pmk,2,2,D,scale,600.0,300,300,1.0,1.4881318639935444,0.002480219773322574,15.292622490513262,0.025487704150855436,15.245475216425179,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,A,shape,1.5,300,296,0.9866666666666667,0.001331238689066483,0.0008874924593776553,0.018652716648332596,0.012435144432221731,0.018636658426661172,0,4,0,0
weibull,wei_moderada,10000,P3c,3,2,A,scale,600.0,300,296,0.9866666666666667,-0.10545744766488951,-0.00017576241277481586,4.695292869637508,0.007825488116062514,4.702057804865195,0,4,0,0
weibull,wei_moderada,10000,P3c,3,2,B,shape,1.5,300,300,1.0,0.0016099957092106099,0.0010733304728070732,0.019207098040585836,0.012804732027057224,0.019171480934652898,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,B,scale,600.0,300,300,1.0,-0.14839078470174627,-0.00024731797450291043,4.702232471896822,0.007837054119828036,4.7077432544631135,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,Bg,shape,1.5,300,300,1.0,0.001165748242658582,0.0007771654951057213,0.01861674988191351,0.01241116658794234,0.018611260136811407,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,Bg,scale,600.0,300,300,1.0,-0.1164581480779816,-0.00019409691346330269,4.68643616356509,0.00781072693927515,4.692816835094114,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,C,shape,1.5,300,300,1.0,0.0016045084337836801,0.0010696722891891202,0.019206832417411165,0.012804554944940776,0.01917167549626829,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,C,scale,600.0,300,300,1.0,-0.13891726678662053,-0.0002315287779777009,4.700319245374421,0.007833865408957369,4.706116030770592,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,D,shape,1.5,300,300,1.0,0.0012920973677827963,0.0008613982451885308,0.018542964716046963,0.012361976477364643,0.01852879955355223,0,0,0,0
weibull,wei_moderada,10000,P3c,3,2,D,scale,600.0,300,300,1.0,-0.13473293103379547,-0.00022455488505632577,4.705275866158567,0.007842126443597613,4.71120503234632,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,A,shape,1.5,300,285,0.95,-0.00073352695513762,-0.0004890179700917466,0.015241999226837069,0.01016133281789138,0.015251118224015344,0,15,0,0
weibull,wei_moderada,10000,P3w,3,2,A,scale,600.0,300,285,0.95,-0.08732508817411144,-0.00014554181362351907,4.597492335896763,0.007662487226494604,4.604748536766909,0,15,0,0
weibull,wei_moderada,10000,P3w,3,2,B,shape,1.5,300,300,1.0,-0.00012366451070922047,-8.244300713948031e-05,0.015693876331434715,0.010462584220956478,0.015719610318230364,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,B,scale,600.0,300,300,1.0,-0.05951352890906492,-9.918921484844153e-05,4.645022949996244,0.007741704916660408,4.652402157163026,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,Bg,shape,1.5,300,300,1.0,-0.00046152284475331484,-0.0003076818965022099,0.015487895167203856,0.010325263444802571,0.015506883573689475,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,Bg,scale,600.0,300,300,1.0,-0.05321639961721303,-8.869399936202171e-05,4.5835982407635765,0.007639330401272628,4.59094727011751,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,C,shape,1.5,300,300,1.0,-0.0001388440870058183,-9.256272467054553e-05,0.015694170280210154,0.01046278018680677,0.01571977760009313,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,C,scale,600.0,300,300,1.0,-0.03713256307048596,-6.188760511747659e-05,4.645888258316297,0.007743147097193827,4.65350217468741,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,D,shape,1.5,300,300,1.0,-0.00027859338754909757,-0.00018572892503273172,0.014344333571290781,0.009562889047527187,0.014365590554125148,0,0,0,0
weibull,wei_moderada,10000,P3w,3,2,D,scale,600.0,300,300,1.0,-0.07239332533310971,-0.00012065554222184952,4.65518963805534,0.0077586493967589,4.66240386553864,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,A,shape,1.5,300,293,0.9766666666666667,-8.548177493650222e-05,-5.6987849957668146e-05,0.015048031873061828,0.010032021248707884,0.015073533816659752,0,7,0,0
weibull,wei_moderada,10000,P5,5,2,A,scale,600.0,300,293,0.9766666666666667,-0.016732908713379402,-2.788818118896567e-05,4.436644397184228,0.00739440732864038,4.4442032894762145,0,7,0,0
weibull,wei_moderada,10000,P5,5,2,B,shape,1.5,300,300,1.0,0.0001291886142837928,8.612574285586187e-05,0.014868662397304491,0.009912441598202993,0.01489294344092995,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,B,scale,600.0,300,300,1.0,-0.04045985786626716,-6.74330964437786e-05,4.419415528819421,0.007365692548032369,4.4266141680651065,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,Bg,shape,1.5,300,300,1.0,-0.00011275797436582913,-7.517198291055276e-05,0.014965344613396474,0.009976896408930984,0.014989923874483415,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,Bg,scale,600.0,300,300,1.0,-0.0338913550988309,-5.6485591831384836e-05,4.409567772818101,0.007349279621363502,4.416805015045226,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,C,shape,1.5,300,300,1.0,0.0001542594119476881,0.00010283960796512541,0.014864072696664107,0.009909381797776071,0.014888106445885622,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,C,scale,600.0,300,300,1.0,-0.011449429579101889,-1.908238263183648e-05,4.420455230755313,0.007367425384592188,4.427826273621429,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,D,shape,1.5,300,300,1.0,0.0005171502109118098,0.00034476680727453984,0.014228433363788174,0.009485622242525448,0.014242789819880515,0,0,0,0
weibull,wei_moderada,10000,P5,5,2,D,scale,600.0,300,300,1.0,-0.0656928165917634,-0.000109488027652939,4.458359360967769,0.007430598934946282,4.465323769515395,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,A,shape,1.5,300,290,0.9666666666666667,0.0015744314840833162,0.0010496209893888775,0.01918287687094302,0.012788584580628681,0.019151204923726142,0,10,0,0
weibull,wei_moderada,10000,Pmk,2,2,A,scale,600.0,300,290,0.9666666666666667,0.019702478492831688,3.283746415471948e-05,4.803274483398242,0.008005457472330405,4.81153699188264,0,10,0,0
weibull,wei_moderada,10000,Pmk,2,2,B,shape,1.5,300,300,1.0,0.0015528197370622276,0.0010352131580414852,0.0190171683971146,0.012678112264743066,0.018985334369246994,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,B,scale,600.0,300,300,1.0,-0.05373084416532947,-8.955140694221579e-05,4.8055994224328415,0.008009332370721402,4.813327943489556,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,Bg,shape,1.5,300,300,1.0,0.0015547938179119036,0.001036529211941269,0.01901730838766673,0.01267820559177782,0.018985312960005864,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,Bg,scale,600.0,300,300,1.0,-0.05367042058753668,-8.945070097922781e-05,4.805561308107033,0.008009268846845056,4.813290439478861,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,C,shape,1.5,300,300,1.0,0.0015541420749853874,0.001036094716656925,0.019016399694563615,0.012677599796375743,0.01898445323511531,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,C,scale,600.0,300,300,1.0,-0.05378458675420461,-8.964097792367435e-05,4.80565085511543,0.00800941809185905,4.813378863102844,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,D,shape,1.5,300,300,1.0,0.0015609450227911381,0.0010406300151940921,0.01902137342995241,0.012680915619968274,0.018988892135825365,0,0,0,0
weibull,wei_moderada,10000,Pmk,2,2,D,scale,600.0,300,300,1.0,-0.054757155924676226,-9.126192654112704e-05,4.805629933444103,0.008009383222406838,4.813346902704492,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,A,shape,0.7,300,299,0.9966666666666667,0.02747841128388917,0.03925487326269882,0.11014460174187668,0.15734943105982385,0.1068407566774912,0,1,0,0
weibull,wei_hazard_dec,100,P3c,3,2,A,scale,500.0,300,299,0.9966666666666667,-2.570466689392333,-0.005140933378784666,80.36659225878525,0.1607331845175705,80.46013590121852,0,1,0,0
weibull,wei_hazard_dec,100,P3c,3,2,B,shape,0.7,300,300,1.0,0.029817518064259585,0.04259645437751369,0.09963425286057465,0.14233464694367806,0.09522671395012157,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,B,scale,500.0,300,300,1.0,-5.529574217921663,-0.011059148435843326,80.40794606009227,0.16081589212018454,80.35162023768162,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,Bg,shape,0.7,300,300,1.0,0.027261582977006205,0.03894511853858029,0.109981421816399,0.15711631688057,0.10672716710851016,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,Bg,scale,500.0,300,300,1.0,-2.326779066612062,-0.004653558133224124,80.33566048504714,0.1606713209700943,80.43613003366863,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,C,shape,0.7,300,300,1.0,0.029047690285968653,0.04149670040852665,0.09934049473225749,0.14191499247465356,0.09515749442468557,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,C,scale,500.0,300,300,1.0,-2.179555104746271,-0.004359110209492542,80.4507500479558,0.1609015000959116,80.55559198979788,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,D,shape,0.7,300,300,1.0,0.024544453009909928,0.035063504299871324,0.09620513113824171,0.1374359016260596,0.0931769116967741,0,0,0,0
weibull,wei_hazard_dec,100,P3c,3,2,D,scale,500.0,300,300,1.0,-0.8739008780215727,-0.0017478017560431454,80.6906987926569,0.1613813975853138,80.82078010775919,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,A,shape,0.7,300,295,0.9833333333333333,0.018816547505326908,0.026880782150467013,0.08938122168681555,0.12768745955259364,0.08752662175020848,0,5,0,0
weibull,wei_hazard_dec,100,P3w,3,2,A,scale,500.0,300,295,0.9833333333333333,-0.7699045716952355,-0.001539809143390471,83.9070426060657,0.1678140852121314,84.04608224397121,0,5,0,0
weibull,wei_hazard_dec,100,P3w,3,2,B,shape,0.7,300,300,1.0,0.03064768477877111,0.043782406826815876,0.08043027678777916,0.11490039541111309,0.07448652888370932,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,B,scale,500.0,300,300,1.0,-3.514599224563483,-0.007029198449126966,84.22685006577602,0.16845370013155203,84.29409734445903,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,Bg,shape,0.7,300,300,1.0,0.01855445113302423,0.02650635876146319,0.08918460645057535,0.12740658064367907,0.08737892552736774,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,Bg,scale,500.0,300,300,1.0,-0.8696835897941355,-0.001739367179588271,84.03205007266621,0.1680641001453324,84.16794659478154,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,C,shape,0.7,300,300,1.0,0.02884258355763325,0.04120369079661893,0.07923111964876481,0.11318731378394974,0.07391812130125369,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,C,scale,500.0,300,300,1.0,3.844906897118676,0.007689813794237352,84.35454708612639,0.16870909417225277,84.40767237388194,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,D,shape,0.7,300,300,1.0,0.02661304545877574,0.038018636369679636,0.07316509296109242,0.10452156137298917,0.06826720547886866,0,0,0,0
weibull,wei_hazard_dec,100,P3w,3,2,D,scale,500.0,300,300,1.0,0.4298236476963666,0.0008596472953927332,83.36903333687275,0.1667380666737455,83.50722019024956,0,0,0,0
weibull,wei_hazard_dec,100,P5,5,2,A,shape,0.7,300,297,0.99,0.017626554775833414,0.02518079253690488,0.1054544579300401,0.15064922561434302,0.10414637466643487,0,3,0,0
weibull,wei_hazard_dec,100,P5,5,2,A,scale,500.0,300,297,0.99,-5.112867680063232,-0.010225735360126465,85.40644964400926,0.17081289928801852,85.39715853059776,0,3,0,0
weibull,wei_hazard_dec,100,P5,5,2,B,shape,0.7,300,300,1.0,0.02491967379334603,0.035599533990494335,0.07502082502390651,0.10717260717700931,0.07087933629070507,0,0,0,0
weibull,wei_hazard_dec,100,P5,5,2,B,scale,500.0,300,300,1.0,-8.601817747539485,-0.01720363549507897,78.40133621520981,0.15680267243041962,78.05823817461486,0,0,0,0
weibull,wei_hazard_dec,100,P5,5,2,Bg,shape,0.7,300,300,1.0,0.01649478173654173,0.02356397390934533,0.10565035347378464,0.1509290763911209,0.10452913708434673,0,0,0,0
weibull,wei_hazard_dec,100,P5,5,2,Bg,scale,500.0,300,300,1.0,-5.35830785017248,-0.01071661570034496,85.3241835323037,0.17064836706460743,85.29805013574592,0,0,0,0
weibull,wei_hazard_dec,100,P5,5,2,C,shape,0.7,300,300,1.0,0.0273851465989865,0.039121637998552145,0.07537064549134072,0.10767235070191532,0.07033689556074954,0,0,0,0
