dist,dgp,n,cfg,m,k,objective,parameter,theta_true,R,n_success,conv_rate,bias,rel_bias,rmse,rel_rmse,sd,fail_not_applicable,fail_optimizer,fail_boundary,fail_nonfinite
pareto,par_pesada,100,P3c,3,2,A,shape,1.8,300,297,0.99,10962854838.10594,6090474910.058855,188930395332.43625,104961330740.24236,188930395251.77823,0,3,0,0
pareto,par_pesada,100,P3c,3,2,A,scale,600.0,300,297,0.99,3499144757674.0435,5831907929.456739,60303158961189.97,100505264935.31662,60303158927919.35,0,3,0,0
pareto,par_pesada,100,P3c,3,2,B,shape,1.8,300,300,1.0,427631926246.3653,237573292359.09183,6828038301062.316,3793354611701.2866,6826020301288.846,0,0,0,0
pareto,par_pesada,100,P3c,3,2,B,scale,600.0,300,300,1.0,179615222413214.1,299358704022.0235,2842054003195841.5,4736756671993.069,2841111704012100.5,0,0,0,0
pareto,par_pesada,100,P3c,3,2,Bg,shape,1.8,300,299,0.9966666666666667,3742.759744392045,2079.3109691066916,26680.491774744583,14822.495430413657,26460.95495472435,0,1,0,0
pareto,par_pesada,100,P3c,3,2,Bg,scale,600.0,300,299,0.9966666666666667,1481394.9645440865,2468.9916075734773,10289270.541160984,17148.784235268307,10199140.082721636,0,1,0,0
pareto,par_pesada,100,P3c,3,2,C,shape,1.8,300,300,1.0,2950.252253605501,1639.029029780834,30111.25269301828,16728.473718343488,30016.442824709586,0,0,0,0
pareto,par_pesada,100,P3c,3,2,C,scale,600.0,300,300,1.0,1143812.2958103137,1906.3538263505227,10910554.816680424,18184.258027800708,10868562.555053847,0,0,0,0
pareto,par_pesada,100,P3c,3,2,D,shape,1.8,300,299,0.9966666666666667,5509.342017347783,3060.7455651932128,77570.74052807468,43094.855848930376,77504.56176326123,0,1,0,0
pareto,par_pesada,100,P3c,3,2,D,scale,600.0,300,299,0.9966666666666667,2186646.096285899,3644.4101604764987,30658940.453436874,51098.23408906146,30632130.637579132,0,1,0,0
pareto,par_pesada,100,P3w,3,2,A,shape,1.8,300,296,0.9866666666666667,271.3354670319062,150.74192612883678,4143.589299714371,2301.9940553968727,4141.697828928784,0,4,0,0
pareto,par_pesada,100,P3w,3,2,A,scale,600.0,300,296,0.9866666666666667,138719.75043836507,231.19958406394178,2122760.226738084,3537.93371123014,2121809.966149858,0,4,0,0
pareto,par_pesada,100,P3w,3,2,B,shape,1.8,300,300,1.0,1411.9148227529945,784.3971237516636,22774.23151179026,12652.350839883478,22768.401741862348,0,0,0,0
pareto,par_pesada,100,P3w,3,2,B,scale,600.0,300,300,1.0,761528.8478961986,1269.2147464936643,12463168.847476173,20771.948079126956,12460666.605041472,0,0,0,0
pareto,par_pesada,100,P3w,3,2,Bg,shape,1.8,300,300,1.0,84.57124075742837,46.98402264301576,1224.4572766838833,680.2540426021574,1223.5741798406707,0,0,0,0
pareto,par_pesada,100,P3w,3,2,Bg,scale,600.0,300,300,1.0,43161.17823278895,71.93529705464826,627002.5359647684,1045.0042266079472,626560.3608211391,0,0,0,0
pareto,par_pesada,100,P3w,3,2,C,shape,1.8,300,299,0.9966666666666667,36682.30062821624,20379.055904564575,633273.7029403605,351818.7238557558,633270.2687156227,0,1,0,0
pareto,par_pesada,100,P3w,3,2,C,scale,600.0,300,299,0.9966666666666667,20187908.143230814,33646.51357205136,348577988.51074404,580963.3141845734,348576297.43249214,0,1,0,0
pareto,par_pesada,100,P3w,3,2,D,shape,1.8,300,300,1.0,46.38227438649748,25.76793021472082,622.6268298666168,345.90379437034267,621.9342365081365,0,0,0,0
pareto,par_pesada,100,P3w,3,2,D,scale,600.0,300,300,1.0,25142.933634149493,41.90488939024915,343217.7238224033,572.0295397040055,342867.4658882774,0,0,0,0
pareto,par_pesada,100,P5,5,2,A,shape,1.8,300,298,0.9933333333333333,487.04523866136714,270.58068814520396,6022.8185530344745,3346.0103072413744,6013.191115970813,0,2,0,0
pareto,par_pesada,100,P5,5,2,A,scale,600.0,300,298,0.9933333333333333,256522.9513906715,427.5382523177858,3186910.74434796,5311.517907246601,3181913.1255874685,0,2,0,0
pareto,par_pesada,100,P5,5,2,B,shape,1.8,300,300,1.0,2314419549517.509,1285788638620.8381,40086922492452.805,22270512495807.113,40086922492434.42,0,0,0,0
pareto,par_pesada,100,P5,5,2,B,scale,600.0,300,300,1.0,1320830176622370.8,2201383627703.951,2.2877449738399604e+16,38129082897332.67,2.287744973839157e+16,0,0,0,0
pareto,par_pesada,100,P5,5,2,Bg,shape,1.8,300,300,1.0,1644.0080552803993,913.3378084891107,19320.13413573847,10733.407853188039,19282.224139423764,0,0,0,0
pareto,par_pesada,100,P5,5,2,Bg,scale,600.0,300,300,1.0,855255.5450203998,1425.425908367333,10099801.35552545,16833.002259209086,10080339.089583686,0,0,0,0
pareto,par_pesada,100,P5,5,2,C,shape,1.8,300,299,0.9966666666666667,1568.9303503063798,871.6279723924332,25528.50907195464,14182.5050399748,25522.968118145032,0,1,0,0
pareto,par_pesada,100,P5,5,2,C,scale,600.0,300,299,0.9966666666666667,733298.788734608,1222.1646478910134,11855194.213871429,19758.65702311905,11852330.062566357,0,1,0,0
pareto,par_pesada,100,P5,5,2,D,shape,1.8,300,300,1.0,3600.7762300062077,2000.4312388923377,62181.943046125474,34545.52391451415,62181.32228413146,0,0,0,0
pareto,par_pesada,100,P5,5,2,D,scale,600.0,300,300,1.0,1390771.7299687732,2317.9528832812885,23990530.406062823,39984.21734343804,23990200.82474055,0,0,0,0
pareto,par_pesada,100,Pmk,2,2,A,shape,1.8,300,292,0.9733333333333334,2015.7100055382266,1119.8388919656813,17357.9099678877,9643.283315493167,17270.07163103413,0,8,0,0
pareto,par_pesada,100,Pmk,2,2,A,scale,600.0,300,292,0.9733333333333334,818885.3593778368,1364.8089322963947,6697006.363905291,11161.677273175485,6658163.408847453,0,8,0,0
pareto,par_pesada,100,Pmk,2,2,B,shape,1.8,300,299,0.9966666666666667,335378.40902080474,186321.33834489153,5557403.381935913,3087446.3232977293,5556574.148567733,0,1,0,0
pareto,par_pesada,100,Pmk,2,2,B,scale,600.0,300,299,0.9966666666666667,129276546.52026469,215460.9108671078,2120235599.7450979,3533725.9995751632,2119838607.6585863,0,1,0,0
pareto,par_pesada,100,Pmk,2,2,Bg,shape,1.8,300,300,1.0,1177.1153983873767,653.9529991040981,6893.4638015320415,3829.702111962245,6803.568008582207,0,0,0,0
pareto,par_pesada,100,Pmk,2,2,Bg,scale,600.0,300,300,1.0,467930.4138086794,779.8840230144656,2576504.0062190033,4294.173343698339,2537889.6024076333,0,0,0,0
pareto,par_pesada,100,Pmk,2,2,C,shape,1.8,300,300,1.0,44044572922.52923,24469207179.182903,762874313605.7007,423819063114.27814,762874313380.3186,0,0,0,0
pareto,par_pesada,100,Pmk,2,2,C,scale,600.0,300,300,1.0,16935262274660.283,28225437124.433804,293327317633185.44,488878862721.9757,293327317534994.9,0,0,0,0
pareto,par_pesada,100,Pmk,2,2,D,shape,1.8,300,299,0.9966666666666667,791.3133346166036,439.61851923144644,3589.8191354356663,1994.3439641309258,3507.3875844101585,0,1,0,0
pareto,par_pesada,100,Pmk,2,2,D,scale,600.0,300,299,0.9966666666666667,347748.47996911575,579.5807999485263,1604475.0561344924,2674.125093557487,1568962.7541558628,0,1,0,0
pareto,par_pesada,1000,P3c,3,2,A,shape,1.8,300,299,0.9966666666666667,0.1610652898686149,0.08948071659367494,0.5468358978002021,0.3037977210001123,0.523453792071126,0,1,0,0
pareto,par_pesada,1000,P3c,3,2,A,scale,600.0,300,299,0.9966666666666667,70.9173289503077,0.11819554825051284,241.10878977431966,0.4018479829571994,230.82977041647905,0,1,0,0
pareto,par_pesada,1000,P3c,3,2,B,shape,1.8,300,300,1.0,0.13161963554333744,0.07312201974629857,0.501230649701792,0.2784614720565511,0.4844489015371883,0,0,0,0
pareto,par_pesada,1000,P3c,3,2,B,scale,600.0,300,300,1.0,56.894433906356426,0.09482405651059404,220.33419072349497,0.36722365120582495,213.21753692514943,0,0,0,0
pareto,par_pesada,1000,P3c,3,2,Bg,shape,1.8,300,300,1.0,0.1624788663619392,0.090266036867744,0.5470616986133443,0.30392316589630236,0.5232492260711622,0,0,0,0
pareto,par_pesada,1000,P3c,3,2,Bg,scale,600.0,300,300,1.0,71.50215456752471,0.11917025761254119,241.16552066733283,0.4019425344455547,230.70689011840955,0,0,0,0
pareto,par_pesada,1000,P3c,3,2,C,shape,1.8,300,300,1.0,0.13464680988429034,0.07480378326905018,0.5030140735955164,0.2794522631086202,0.48546780682280466,0,0,0,0
pareto,par_pesada,1000,P3c,3,2,C,scale,600.0,300,300,1.0,58.52842666581637,0.09754737777636062,221.19582473702025,0.3686597078950337,213.66842726323705,0,0,0,0
pareto,par_pesada,1000,P3c,3,2,D,shape,1.8,300,300,1.0,0.1299956818775838,0.07221982326532433,0.4912677205949301,0.27292651144162783,0.474547941188955,0,0,0,0
pareto,par_pesada,1000,P3c,3,2,D,scale,600.0,300,300,1.0,56.79808725356895,0.09466347875594826,215.75648211602987,0.35959413686004976,208.49397108634062,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,A,shape,1.8,300,294,0.98,0.0667155826923671,0.037064212606870615,0.2822329598999725,0.15679608883331805,0.2747019207103673,0,6,0,0
pareto,par_pesada,1000,P3w,3,2,A,scale,600.0,300,294,0.98,31.339882472649606,0.05223313745441601,135.44618312168924,0.22574363853614873,131.99523216279917,0,6,0,0
pareto,par_pesada,1000,P3w,3,2,B,shape,1.8,300,300,1.0,0.06649640176221427,0.036942445423452375,0.29269434508198106,0.16260796948998948,0.28551697205845056,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,B,scale,600.0,300,300,1.0,31.710988243619227,0.05285164707269871,144.4722795697568,0.24078713261626133,141.18461829642317,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,Bg,shape,1.8,300,300,1.0,0.0667718342653183,0.03709546348073239,0.28080483437650805,0.1560026857647267,0.2732063007459515,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,Bg,scale,600.0,300,300,1.0,31.70689342765411,0.05284482237942351,134.72925071583364,0.22454875119305606,131.16398340535363,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,C,shape,1.8,300,300,1.0,0.0727675959055114,0.04042644216972856,0.297414336216609,0.165230186787005,0.28885687115480374,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,C,scale,600.0,300,300,1.0,35.65468658056159,0.059424477634269314,147.39302560897698,0.2456550426816283,143.25450604203795,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,D,shape,1.8,300,300,1.0,0.06979084067052699,0.038772689261403884,0.2678105921850212,0.14878366232501175,0.2589890659841143,0,0,0,0
pareto,par_pesada,1000,P3w,3,2,D,scale,600.0,300,300,1.0,32.99245776767202,0.0549874296127867,127.89634884818,0.21316058141363334,123.77415150620371,0,0,0,0
pareto,par_pesada,1000,P5,5,2,A,shape,1.8,300,299,0.9966666666666667,0.06528420889978825,0.036269004944326805,0.3180168347670317,0.1766760193150176,0.31176554551213903,0,1,0,0
