"dist","scenario","n","rep","scheme","i","j","entry","ref","num","err","err_type"
"geometric","p_grande",100,2,"C_richardson",1,1,"J_u[1,1]",5.66037735849058,5.66038463996983,1.28639466808818e-06,"rel"
"geometric","p_grande",100,3,"A",1,1,"J_u[1,1]",6.54205607476636,6.54205815311178,3.17689943346419e-07,"rel"
"geometric","p_grande",100,3,"B",1,1,"J_u[1,1]",6.54205607476636,6.54310615804806,0.000160512730203661,"rel"
"geometric","p_grande",100,3,"C_richardson",1,1,"J_u[1,1]",6.54205607476636,6.5420623337267,9.56726795678772e-07,"rel"
"geometric","p_grande",1000,1,"A",1,1,"J_u[1,1]",58.3804143126178,58.3803408239963,1.25878896710513e-06,"rel"
"geometric","p_grande",1000,1,"B",1,1,"J_u[1,1]",58.3804143126178,58.368150490137,0.000210067410879899,"rel"
"geometric","p_grande",1000,1,"C_richardson",1,1,"J_u[1,1]",58.3804143126178,58.3801625514195,4.31242568602752e-06,"rel"
"geometric","p_grande",1000,2,"A",1,1,"J_u[1,1]",33.8164251207729,33.816421051247,1.20341692798271e-07,"rel"
"geometric","p_grande",1000,2,"B",1,1,"J_u[1,1]",33.8164251207729,33.8146635586429,5.20919087012056e-05,"rel"
"geometric","p_grande",1000,2,"C_richardson",1,1,"J_u[1,1]",33.8164251207729,33.816428292359,9.37883326932773e-08,"rel"
"geometric","p_grande",1000,3,"A",1,1,"J_u[1,1]",39.3852065321805,39.3851821147796,6.19963763082243e-07,"rel"
"geometric","p_grande",1000,3,"B",1,1,"J_u[1,1]",39.3852065321805,39.3937844647482,0.000217795800072855,"rel"
"geometric","p_grande",1000,3,"C_richardson",1,1,"J_u[1,1]",39.3852065321805,39.3852247379042,4.62247766745767e-07,"rel"
"geometric","p_grande",10000,1,"A",1,1,"J_u[1,1]",487.062404870623,487.061821781054,1.19715577200595e-06,"rel"
"geometric","p_grande",10000,1,"B",1,1,"J_u[1,1]",487.062404870623,487.853355332014,0.00162392016604338,"rel"
"geometric","p_grande",10000,1,"C_richardson",1,1,"J_u[1,1]",487.062404870623,487.096392495213,6.97808417370385e-05,"rel"
"geometric","p_grande",10000,2,"A",1,1,"J_u[1,1]",487.062404870623,487.062051538448,7.25435120970809e-07,"rel"
"geometric","p_grande",10000,2,"B",1,1,"J_u[1,1]",487.062404870623,487.90741024982,0.0017349016691642,"rel"
"geometric","p_grande",10000,2,"C_richardson",1,1,"J_u[1,1]",487.062404870623,487.095827602972,6.86210473545859e-05,"rel"
"geometric","p_grande",10000,3,"A",1,1,"J_u[1,1]",510.533308028089,510.544257186841,2.14465120676145e-05,"rel"
"geometric","p_grande",10000,3,"B",1,1,"J_u[1,1]",510.533308028089,510.636772439522,0.000202659473546051,"rel"
"geometric","p_grande",10000,3,"C_richardson",1,1,"J_u[1,1]",510.533308028089,510.553923641422,4.03805452227573e-05,"rel"
"normal","mu_pos",100,1,"A",1,1,"J_u[1,1]",0.529588389227852,0.529588389666765,8.28782467821487e-10,"rel"
"normal","mu_pos",100,1,"A",1,2,"J_u[1,2]",0,2.57383945171132e-08,2.57383945171132e-08,"abs"
"normal","mu_pos",100,1,"A",2,1,"J_u[2,1]",0,2.57383945171132e-08,2.57383945171132e-08,"abs"
"normal","mu_pos",100,1,"A",2,2,"J_u[2,2]",200,200.00000928726,4.64362999252899e-08,"rel"
"normal","mu_pos",100,1,"B",1,1,"J_u[1,1]",0.529588389227852,0.529588249467398,2.63903922467572e-07,"rel"
"normal","mu_pos",100,1,"B",1,2,"J_u[1,2]",0,1.1953636068919e-05,1.1953636068919e-05,"abs"
"normal","mu_pos",100,1,"B",2,1,"J_u[2,1]",0,1.1953636068919e-05,1.1953636068919e-05,"abs"
"normal","mu_pos",100,1,"B",2,2,"J_u[2,2]",200,200.000480828176,2.4041408808273e-06,"rel"
"normal","mu_pos",100,1,"C_richardson",1,1,"J_u[1,1]",0.529588389227852,0.529588389147601,1.5153409064575e-10,"rel"
"normal","mu_pos",100,1,"C_richardson",1,2,"J_u[1,2]",0,5.02511512000781e-08,5.02511512000781e-08,"abs"
"normal","mu_pos",100,1,"C_richardson",2,1,"J_u[2,1]",0,5.02511512000781e-08,5.02511512000781e-08,"abs"
"normal","mu_pos",100,1,"C_richardson",2,2,"J_u[2,2]",200,199.999998917052,5.41473937687442e-09,"rel"
"normal","mu_pos",100,2,"A",1,1,"J_u[1,1]",0.387990823051592,0.387990825464363,6.21862728065659e-09,"rel"
"normal","mu_pos",100,2,"A",1,2,"J_u[1,2]",0,0,0,"abs"
"normal","mu_pos",100,2,"A",2,1,"J_u[2,1]",0,0,0,"abs"
"normal","mu_pos",100,2,"A",2,2,"J_u[2,2]",200,200.000010116589,5.05829451924456e-08,"rel"
"normal","mu_pos",100,2,"B",1,1,"J_u[1,1]",0.387990823051592,0.387992050900313,3.16463340803961e-06,"rel"
"normal","mu_pos",100,2,"B",1,2,"J_u[1,2]",0,-1.27122700369435e-05,1.27122700369435e-05,"abs"
"normal","mu_pos",100,2,"B",2,1,"J_u[2,1]",0,-1.27122700369435e-05,1.27122700369435e-05,"abs"
"normal","mu_pos",100,2,"B",2,2,"J_u[2,2]",200,200.000157744841,7.88724205449398e-07,"rel"
"normal","mu_pos",100,2,"C_richardson",1,1,"J_u[1,1]",0.387990823051592,0.387990828067558,1.29280518463194e-08,"rel"
"normal","mu_pos",100,2,"C_richardson",1,2,"J_u[1,2]",0,0,0,"abs"
"normal","mu_pos",100,2,"C_richardson",2,1,"J_u[2,1]",0,0,0,"abs"
"normal","mu_pos",100,2,"C_richardson",2,2,"J_u[2,2]",200,200.000008796514,4.3982569053469e-08,"rel"
"normal","mu_pos",100,3,"A",1,1,"J_u[1,1]",0.443168582262536,0.443168581050221,2.73556113206273e-09,"rel"
"normal","mu_pos",100,3,"A",1,2,"J_u[1,2]",0,0,0,"abs"
"normal","mu_pos",100,3,"A",2,1,"J_u[2,1]",0,0,0,"abs"
"normal","mu_pos",100,3,"A",2,2,"J_u[2,2]",200,200.000007759409,3.87970473525456e-08,"rel"
"normal","mu_pos",100,3,"B",1,1,"J_u[1,1]",0.443168582262536,0.443167258722402,2.98653872857029e-06,"rel"
"normal","mu_pos",100,3,"B",1,2,"J_u[1,2]",0,1.54358828216839e-05,1.54358828216839e-05,"abs"
"normal","mu_pos",100,3,"B",2,1,"J_u[2,1]",0,1.54358828216839e-05,1.54358828216839e-05,"abs"
"normal","mu_pos",100,3,"B",2,2,"J_u[2,2]",200,200.000734398841,3.67199420679754e-06,"rel"
"normal","mu_pos",100,3,"C_richardson",1,1,"J_u[1,1]",0.443168582262536,0.443168571259216,2.48287462048126e-08,"rel"
"normal","mu_pos",100,3,"C_richardson",1,2,"J_u[1,2]",0,0,0,"abs"
"normal","mu_pos",100,3,"C_richardson",2,1,"J_u[2,1]",0,0,0,"abs"
"normal","mu_pos",100,3,"C_richardson",2,2,"J_u[2,2]",200,200.000002216798,1.10839884825964e-08,"rel"
"normal","mu_pos",1000,1,"A",1,1,"J_u[1,1]",4.2586741781018,4.25867418438284,1.47488252601008e-09,"rel"
"normal","mu_pos",1000,1,"A",1,2,"J_u[1,2]",0,4.46004919441679e-07,4.46004919441679e-07,"abs"
"normal","mu_pos",1000,1,"A",2,1,"J_u[2,1]",0,4.46004919441679e-07,4.46004919441679e-07,"abs"
"normal","mu_pos",1000,1,"A",2,2,"J_u[2,2]",2000,2000.00003391183,1.695591618045e-08,"rel"
"normal","mu_pos",1000,1,"B",1,1,"J_u[1,1]",4.2586741781018,4.25868209128678,1.85813346040032e-06,"rel"
"normal","mu_pos",1000,1,"B",1,2,"J_u[1,2]",0,9.06225508230032e-05,9.06225508230032e-05,"abs"
"normal","mu_pos",1000,1,"B",2,1,"J_u[2,1]",0,9.06225508230032e-05,9.06225508230032e-05,"abs"
"normal","mu_pos",1000,1,"B",2,2,"J_u[2,2]",2000,2000.03165275372,1.58263768586266e-05,"rel"
"normal","mu_pos",1000,1,"C_richardson",1,1,"J_u[1,1]",4.2586741781018,4.25867441908114,5.65855315951997e-08,"rel"
"normal","mu_pos",1000,1,"C_richardson",1,2,"J_u[1,2]",0,4.46004919441679e-07,4.46004919441679e-07,"abs"
"normal","mu_pos",1000,1,"C_richardson",2,1,"J_u[2,1]",0,4.46004919441679e-07,4.46004919441679e-07,"abs"
"normal","mu_pos",1000,1,"C_richardson",2,2,"J_u[2,2]",2000,1999.99940031524,2.99842378922222e-07,"rel"
"normal","mu_pos",1000,2,"A",1,1,"J_u[1,1]",4.7106478807468,4.7106478978098,3.6222180295806e-09,"rel"
"normal","mu_pos",1000,2,"A",1,2,"J_u[1,2]",0,-3.39815313847662e-07,3.39815313847662e-07,"abs"
"normal","mu_pos",1000,2,"A",2,1,"J_u[2,1]",0,-3.39815313847662e-07,3.39815313847662e-07,"abs"
"normal","mu_pos",1000,2,"A",2,2,"J_u[2,2]",2000,2000.00003163049,1.5815247138562e-08,"rel"
"normal","mu_pos",1000,2,"B",1,1,"J_u[1,1]",4.7106478807468,4.71063774305414,2.15208033237464e-06,"rel"
"normal","mu_pos",1000,2,"B",1,2,"J_u[1,2]",0,0.000368246228771282,0.000368246228771282,"abs"
"normal","mu_pos",1000,2,"B",2,1,"J_u[2,1]",0,0.000368246228771282,0.000368246228771282,"abs"
"normal","mu_pos",1000,2,"B",2,2,"J_u[2,2]",2000,2000.00634829753,3.17414876337807e-06,"rel"
"normal","mu_pos",1000,2,"C_richardson",1,1,"J_u[1,1]",4.7106478807468,4.71064801045796,2.75357371417287e-08,"rel"
"normal","mu_pos",1000,2,"C_richardson",1,2,"J_u[1,2]",0,1.32150399829646e-06,1.32150399829646e-06,"abs"
"normal","mu_pos",1000,2,"C_richardson",2,1,"J_u[2,1]",0,1.32150399829646e-06,1.32150399829646e-06,"abs"
"normal","mu_pos",1000,2,"C_richardson",2,2,"J_u[2,2]",2000,1999.99990689862,4.65506876707877e-08,"rel"
"normal","mu_pos",1000,3,"A",1,1,"J_u[1,1]",4.89118128266573,4.89118136254526,1.63313380490827e-08,"rel"
"normal","mu_pos",1000,3,"A",1,2,"J_u[1,2]",0,5.74975754065789e-08,5.74975754065789e-08,"abs"
"normal","mu_pos",1000,3,"A",2,1,"J_u[2,1]",0,5.74975754065789e-08,5.74975754065789e-08,"abs"
"normal","mu_pos",1000,3,"A",2,2,"J_u[2,2]",2000,2000.00019646063,9.82303146201957e-08,"rel"
"normal","mu_pos",1000,3,"B",1,1,"J_u[1,1]",4.89118128266573,4.89119197892639,2.18684608862445e-06,"rel"
"normal","mu_pos",1000,3,"B",1,2,"J_u[1,2]",0,-0.000198607244628788,0.000198607244628788,"abs"
"normal","mu_pos",1000,3,"B",2,1,"J_u[2,1]",0,-0.000198607244628788,0.000198607244628788,"abs"
"normal","mu_pos",1000,3,"B",2,2,"J_u[2,2]",2000,2000.04178550308,2.08927515380992e-05,"rel"
"normal","mu_pos",1000,3,"C_richardson",1,1,"J_u[1,1]",4.89118128266573,4.89118188996113,1.24161294329877e-07,"rel"
"normal","mu_pos",1000,3,"C_richardson",1,2,"J_u[1,2]",0,-1.72492726219737e-07,1.72492726219737e-07,"abs"
"normal","mu_pos",1000,3,"C_richardson",2,1,"J_u[2,1]",0,-1.72492726219737e-07,1.72492726219737e-07,"abs"
"normal","mu_pos",1000,3,"C_richardson",2,2,"J_u[2,2]",2000,2000.00047821401,2.39107003039862e-07,"rel"
"normal","mu_pos",10000,1,"A",1,1,"J_u[1,1]",44.8007517873811,44.8007526654815,1.96001271110227e-08,"rel"
"normal","mu_pos",10000,1,"A",1,2,"J_u[1,2]",0,-3.38243980622668e-05,3.38243980622668e-05,"abs"
"normal","mu_pos",10000,1,"A",2,1,"J_u[2,1]",0,-3.38243980622668e-05,3.38243980622668e-05,"abs"
"normal","mu_pos",10000,1,"A",2,2,"J_u[2,2]",20000,20000.0039767017,1.98835084665916e-07,"rel"
"normal","mu_pos",10000,1,"B",1,1,"J_u[1,1]",44.8007517873811,44.8008767024911,2.78823691651289e-06,"rel"
"normal","mu_pos",10000,1,"B",1,2,"J_u[1,2]",0,-0.00806395543181404,0.00806395543181404,"abs"
"normal","mu_pos",10000,1,"B",2,1,"J_u[2,1]",0,-0.00806395543181404,0.00806395543181404,"abs"
"normal","mu_pos",10000,1,"B",2,2,"J_u[2,2]",20000,20000.9720856822,4.86042841104791e-05,"rel"
"normal","mu_pos",10000,1,"C_richardson",1,1,"J_u[1,1]",44.8007517873811,44.8007596829742,1.76237961082107e-07,"rel"
"normal","mu_pos",10000,1,"C_richardson",1,2,"J_u[1,2]",0,7.62176436336412e-05,7.62176436336412e-05,"abs"
"normal","mu_pos",10000,1,"C_richardson",2,1,"J_u[2,1]",0,7.62176436336412e-05,7.62176436336412e-05,"abs"
"normal","mu_pos",10000,1,"C_richardson",2,2,"J_u[2,2]",20000,20000.0013055526,6.52776323477155e-08,"rel"
"normal","mu_pos",10000,2,"A",1,1,"J_u[1,1]",44.6089839652103,44.6089842961958,7.41970529545829e-09,"rel"
"normal","mu_pos",10000,2,"A",1,2,"J_u[1,2]",0,-1.35296885465289e-06,1.35296885465289e-06,"abs"
"normal","mu_pos",10000,2,"A",2,1,"J_u[2,1]",0,-1.35296885465289e-06,1.35296885465289e-06,"abs"
"normal","mu_pos",10000,2,"A",2,2,"J_u[2,2]",20000,20000.0018994872,9.4974362400535e-08,"rel"
"normal","mu_pos",10000,2,"B",1,1,"J_u[1,1]",44.6089839652103,44.6095870314776,1.35189420079676e-05,"rel"
"normal","mu_pos",10000,2,"B",1,2,"J_u[1,2]",0,0.00806391330635713,0.00806391330635713,"abs"
"normal","mu_pos",10000,2,"B",2,1,"J_u[2,1]",0,0.00806391330635713,0.00806391330635713,"abs"
"normal","mu_pos",10000,2,"B",2,2,"J_u[2,2]",20000,20000.4932712376,2.46635618812434e-05,"rel"
"normal","mu_pos",10000,2,"C_richardson",1,1,"J_u[1,1]",44.6089839652103,44.6089971168027,2.94819367098869e-07,"rel"
"normal","mu_pos",10000,2,"C_richardson",1,2,"J_u[1,2]",0,-1.63859561285738e-05,1.63859561285738e-05,"abs"
"normal","mu_pos",10000,2,"C_richardson",2,1,"J_u[2,1]",0,-1.63859561285738e-05,1.63859561285738e-05,"abs"
"normal","mu_pos",10000,2,"C_richardson",2,2,"J_u[2,2]",20000,20000.0042997122,2.14985611091834e-07,"rel"
"normal","mu_pos",10000,3,"A",1,1,"J_u[1,1]",45.3400383290354,45.3400383476439,4.1042145496312e-10,"rel"
"normal","mu_pos",10000,3,"A",1,2,"J_u[1,2]",0,1.35605448763022e-06,1.35605448763022e-06,"abs"
"normal","mu_pos",10000,3,"A",2,1,"J_u[2,1]",0,1.35605448763022e-06,1.35605448763022e-06,"abs"
"normal","mu_pos",10000,3,"A",2,2,"J_u[2,2]",20000,19999.9974182959,1.29085203843715e-07,"rel"
"normal","mu_pos",10000,3,"B",1,1,"J_u[1,1]",45.3400383290354,45.3397718212733,5.87797831483385e-06,"rel"
"normal","mu_pos",10000,3,"B",1,2,"J_u[1,2]",0,0.00349008589513537,0.00349008589513537,"abs"
"normal","mu_pos",10000,3,"B",2,1,"J_u[2,1]",0,0.00349008589513537,0.00349008589513537,"abs"
"normal","mu_pos",10000,3,"B",2,2,"J_u[2,2]",20000,19999.7942798861,1.02860056944337e-05,"rel"
"normal","mu_pos",10000,3,"C_richardson",1,1,"J_u[1,1]",45.3400383290354,45.340031069402,1.6011528842049e-07,"rel"
"normal","mu_pos",10000,3,"C_richardson",1,2,"J_u[1,2]",0,-6.55426335687939e-05,6.55426335687939e-05,"abs"
"normal","mu_pos",10000,3,"C_richardson",2,1,"J_u[2,1]",0,-6.55426335687939e-05,6.55426335687939e-05,"abs"
"normal","mu_pos",10000,3,"C_richardson",2,2,"J_u[2,2]",20000,19999.9937515179,3.12424106959952e-07,"rel"
"normal","mu_cero",100,1,"A",1,1,"J_u[1,1]",100.025366383679,100.025369644165,3.25965948007795e-08,"rel"
"normal","mu_cero",100,1,"A",1,2,"J_u[1,2]",0,-1.9073486328125e-06,1.9073486328125e-06,"abs"
"normal","mu_cero",100,1,"A",2,1,"J_u[2,1]",0,-1.9073486328125e-06,1.9073486328125e-06,"abs"
"normal","mu_cero",100,1,"A",2,2,"J_u[2,2]",200,200.000003814697,1.9073486328125e-08,"rel"
"normal","mu_cero",100,1,"B",1,1,"J_u[1,1]",100.025366383679,100.023318433734,2.04743058522908e-05,"rel"
"normal","mu_cero",100,1,"B",1,2,"J_u[1,2]",0,-0.00058132362742976,0.00058132362742976,"abs"
"normal","mu_cero",100,1,"B",2,1,"J_u[2,1]",0,-0.00058132362742976,0.00058132362742976,"abs"
"normal","mu_cero",100,1,"B",2,2,"J_u[2,2]",200,200.001681173614,8.40586807100863e-06,"rel"
"normal","mu_cero",100,1,"C_richardson",1,1,"J_u[1,1]",100.025366383679,100.025397618612,3.12270117840341e-07,"rel"
"normal","mu_cero",100,1,"C_richardson",1,2,"J_u[1,2]",0,8.26517740885417e-06,8.26517740885417e-06,"abs"
"normal","mu_cero",100,1,"C_richardson",2,1,"J_u[2,1]",0,8.26517740885417e-06,8.26517740885417e-06,"abs"
"normal","mu_cero",100,1,"C_richardson",2,2,"J_u[2,2]",200,199.999968210856,1.58945719448411e-07,"rel"
"normal","mu_cero",100,2,"A",1,1,"J_u[1,1]",96.4161151068865,96.4161281585693,1.35368271745854e-07,"rel"
"normal","mu_cero",100,2,"A",1,2,"J_u[1,2]",0,4.76837158203125e-07,4.76837158203125e-07,"abs"
"normal","mu_cero",100,2,"A",2,1,"J_u[2,1]",0,4.76837158203125e-07,4.76837158203125e-07,"abs"
"normal","mu_cero",100,2,"A",2,2,"J_u[2,2]",200,200.000007629395,3.814697265625e-08,"rel"
"normal","mu_cero",100,2,"B",1,1,"J_u[1,1]",96.4161151068865,96.4206621400097,4.71605096116544e-05,"rel"
"normal","mu_cero",100,2,"B",1,2,"J_u[1,2]",0,-0.000775098169906346,0.000775098169906346,"abs"
"normal","mu_cero",100,2,"B",2,1,"J_u[2,1]",0,-0.000775098169906346,0.000775098169906346,"abs"
"normal","mu_cero",100,2,"B",2,2,"J_u[2,2]",200,200.003231369954,1.61568497699705e-05,"rel"
"normal","mu_cero",100,2,"C_richardson",1,1,"J_u[1,1]",96.4161151068865,96.4162120819092,1.00579682770575e-06,"rel"
"normal","mu_cero",100,2,"C_richardson",1,2,"J_u[1,2]",0,4.92731730143229e-06,4.92731730143229e-06,"abs"
"normal","mu_cero",100,2,"C_richardson",2,1,"J_u[2,1]",0,4.92731730143229e-06,4.92731730143229e-06,"abs"
"normal","mu_cero",100,2,"C_richardson",2,2,"J_u[2,2]",200,200.000038146973,1.9073486328125e-07,"rel"
"normal","mu_cero",100,3,"A",1,1,"J_u[1,1]",119.555388283287,119.5553855896,2.2530872597221e-08,"rel"
"normal","mu_cero",100,3,"A",1,2,"J_u[1,2]",0,-4.76837158203125e-07,4.76837158203125e-07,"abs"
"normal","mu_cero",100,3,"A",2,1,"J_u[2,1]",0,-4.76837158203125e-07,4.76837158203125e-07,"abs"
"normal","mu_cero",100,3,"A",2,2,"J_u[2,2]",200,199.999998092651,9.5367431640625e-09,"rel"
"normal","mu_cero",100,3,"B",1,1,"J_u[1,1]",119.555388283287,119.555017217204,3.10371692778331e-06,"rel"
"normal","mu_cero",100,3,"B",1,2,"J_u[1,2]",0,0,0,"abs"
"normal","mu_cero",100,3,"B",2,1,"J_u[2,1]",0,0,0,"abs"
"normal","mu_cero",100,3,"B",2,2,"J_u[2,2]",200,199.997805682765,1.09715861766801e-05,"rel"
"normal","mu_cero",100,3,"C_richardson",1,1,"J_u[1,1]",119.555388283287,119.555380503337,6.50740242621587e-08,"rel"
"normal","mu_cero",100,3,"C_richardson",1,2,"J_u[1,2]",0,-1.25567118326823e-05,1.25567118326823e-05,"abs"
"normal","mu_cero",100,3,"C_richardson",2,1,"J_u[2,1]",0,-1.25567118326823e-05,1.25567118326823e-05,"abs"
"normal","mu_cero",100,3,"C_richardson",2,2,"J_u[2,2]",200,200.000020980835,1.04904174804688e-07,"rel"
"normal","mu_cero",1000,1,"A",1,1,"J_u[1,1]",1055.99244242772,1055.99269104004,2.35430014253488e-07,"rel"
"normal","mu_cero",1000,1,"A",1,2,"J_u[1,2]",0,-5.7220458984375e-05,5.7220458984375e-05,"abs"
"normal","mu_cero",1000,1,"A",2,1,"J_u[2,1]",0,-5.7220458984375e-05,5.7220458984375e-05,"abs"
"normal","mu_cero",1000,1,"A",2,2,"J_u[2,2]",2000,2000.00006103516,3.0517578125e-08,"rel"
"normal","mu_cero",1000,1,"B",1,1,"J_u[1,1]",1055.99244242772,1055.96894353897,2.22528948217625e-05,"rel"
"normal","mu_cero",1000,1,"B",1,2,"J_u[1,2]",0,0.00620078535925077,0.00620078535925077,"abs"
"normal","mu_cero",1000,1,"B",2,1,"J_u[2,1]",0,0.00620078535925077,0.00620078535925077,"abs"
"normal","mu_cero",1000,1,"B",2,2,"J_u[2,2]",2000,2000.07571919705,3.78595985274615e-05,"rel"
"normal","mu_cero",1000,1,"C_richardson",1,1,"J_u[1,1]",1055.99244242772,1055.99258931478,1.39098585726791e-07,"rel"
"normal","mu_cero",1000,1,"C_richardson",1,2,"J_u[1,2]",0,0.000263214111328125,0.000263214111328125,"abs"
"normal","mu_cero",1000,1,"C_richardson",2,1,"J_u[2,1]",0,0.000263214111328125,0.000263214111328125,"abs"
"normal","mu_cero",1000,1,"C_richardson",2,2,"J_u[2,2]",2000,2000.00063069661,3.15348307253771e-07,"rel"
"normal","mu_cero",1000,2,"A",1,1,"J_u[1,1]",931.824621923957,931.824798583984,1.89585060910236e-07,"rel"
"normal","mu_cero",1000,2,"A",1,2,"J_u[1,2]",0,-9.1552734375e-05,9.1552734375e-05,"abs"
"normal","mu_cero",1000,2,"A",2,1,"J_u[2,1]",0,-9.1552734375e-05,9.1552734375e-05,"abs"
"normal","mu_cero",1000,2,"A",2,2,"J_u[2,2]",2000,2000.00006103516,3.0517578125e-08,"rel"
"normal","mu_cero",1000,2,"B",1,1,"J_u[1,1]",931.824621923957,931.878826929643,5.81708235766307e-05,"rel"
"normal","mu_cero",1000,2,"B",1,2,"J_u[1,2]",0,0.0186023560777523,0.0186023560777523,"abs"
"normal","mu_cero",1000,2,"B",2,1,"J_u[2,1]",0,0.0186023560777523,0.0186023560777523,"abs"
"normal","mu_cero",1000,2,"B",2,2,"J_u[2,2]",2000,2000.02611291418,1.30564570904426e-05,"rel"
"normal","mu_cero",1000,2,"C_richardson",1,1,"J_u[1,1]",931.824621923957,931.825653076172,1.10659472924859e-06,"rel"
"normal","mu_cero",1000,2,"C_richardson",1,2,"J_u[1,2]",0,-0.000152587890625,0.000152587890625,"abs"
"normal","mu_cero",1000,2,"C_richardson",2,1,"J_u[2,1]",0,-0.000152587890625,0.000152587890625,"abs"
"normal","mu_cero",1000,2,"C_richardson",2,2,"J_u[2,2]",2000,2000.00136311849,6.81559244753771e-07,"rel"
"normal","mu_cero",1000,3,"A",1,1,"J_u[1,1]",1096.31773293332,1096.31755065918,1.66260320470069e-07,"rel"
"normal","mu_cero",1000,3,"A",1,2,"J_u[1,2]",0,5.7220458984375e-05,5.7220458984375e-05,"abs"
"normal","mu_cero",1000,3,"A",2,1,"J_u[2,1]",0,5.7220458984375e-05,5.7220458984375e-05,"abs"
"normal","mu_cero",1000,3,"A",2,2,"J_u[2,2]",2000,1999.99974060059,1.2969970703125e-07,"rel"
"normal","mu_cero",1000,3,"B",1,1,"J_u[1,1]",1096.31773293332,1096.22444209123,8.50947123168726e-05,"rel"
"normal","mu_cero",1000,3,"B",1,2,"J_u[1,2]",0,0,0,"abs"
"normal","mu_cero",1000,3,"B",2,1,"J_u[2,1]",0,0,0,"abs"
"normal","mu_cero",1000,3,"B",2,2,"J_u[2,2]",2000,2000.04471527026,2.23576351293104e-05,"rel"
"normal","mu_cero",1000,3,"C_richardson",1,1,"J_u[1,1]",1096.31773293332,1096.31635030111,1.26116012636919e-06,"rel"
"normal","mu_cero",1000,3,"C_richardson",1,2,"J_u[1,2]",0,-8.0108642578125e-05,8.0108642578125e-05,"abs"
"normal","mu_cero",1000,3,"C_richardson",2,1,"J_u[2,1]",0,-8.0108642578125e-05,8.0108642578125e-05,"abs"
"normal","mu_cero",1000,3,"C_richardson",2,2,"J_u[2,2]",2000,2000.0004119873,2.0599365234375e-07,"rel"
"normal","mu_cero",10000,1,"A",1,1,"J_u[1,1]",9998.2470773321,9998.24743652344,3.59254313660401e-08,"rel"
"normal","mu_cero",10000,1,"A",1,2,"J_u[1,2]",0,-0.000762939453125,0.000762939453125,"abs"
"normal","mu_cero",10000,1,"A",2,1,"J_u[2,1]",0,-0.000762939453125,0.000762939453125,"abs"
"normal","mu_cero",10000,1,"A",2,2,"J_u[2,2]",20000,19999.9987792969,6.103515625e-08,"rel"
"normal","mu_cero",10000,1,"B",1,1,"J_u[1,1]",9998.2470773321,9999.83292687366,0.000158612757745987,"rel"
"normal","mu_cero",10000,1,"B",1,2,"J_u[1,2]",0,0.210826702214526,0.210826702214526,"abs"
"normal","mu_cero",10000,1,"B",2,1,"J_u[2,1]",0,0.210826702214526,0.210826702214526,"abs"
"normal","mu_cero",10000,1,"B",2,2,"J_u[2,2]",20000,20001.2036485164,6.01824258206761e-05,"rel"
"normal","mu_cero",10000,1,"C_richardson",1,1,"J_u[1,1]",9998.2470773321,9998.26452636719,1.74520943063286e-06,"rel"
"normal","mu_cero",10000,1,"C_richardson",1,2,"J_u[1,2]",0,0.0139261881510417,0.0139261881510417,"abs"
"normal","mu_cero",10000,1,"C_richardson",2,1,"J_u[2,1]",0,0.0139261881510417,0.0139261881510417,"abs"
"normal","mu_cero",10000,1,"C_richardson",2,2,"J_u[2,2]",20000,20000.0225423177,1.12711588535603e-06,"rel"
"normal","mu_cero",10000,2,"A",1,1,"J_u[1,1]",9889.70048021633,9889.69616699219,4.36132940008929e-07,"rel"
"normal","mu_cero",10000,2,"A",1,2,"J_u[1,2]",0,0.00091552734375,0.00091552734375,"abs"
"normal","mu_cero",10000,2,"A",2,1,"J_u[2,1]",0,0.00091552734375,0.00091552734375,"abs"
"normal","mu_cero",10000,2,"A",2,2,"J_u[2,2]",20000,20000.0025634766,1.28173828125e-07,"rel"
"normal","mu_cero",10000,2,"B",1,1,"J_u[1,1]",9889.70048021633,9887.07784590104,0.000265188447368722,"rel"
"normal","mu_cero",10000,2,"B",1,2,"J_u[1,2]",0,0.334842409399542,0.334842409399542,"abs"
"normal","mu_cero",10000,2,"B",2,1,"J_u[2,1]",0,0.334842409399542,0.334842409399542,"abs"
"normal","mu_cero",10000,2,"B",2,2,"J_u[2,2]",20000,19995.5981385517,0.00022009307241733,"rel"
"normal","mu_cero",10000,2,"C_richardson",1,1,"J_u[1,1]",9889.70048021633,9889.65791829427,4.30366138463415e-06,"rel"
"normal","mu_cero",10000,2,"C_richardson",1,2,"J_u[1,2]",0,0.00213623046875,0.00213623046875,"abs"
"normal","mu_cero",10000,2,"C_richardson",2,1,"J_u[2,1]",0,0.00213623046875,0.00213623046875,"abs"
"normal","mu_cero",10000,2,"C_richardson",2,2,"J_u[2,2]",20000,19999.9984944661,7.52766927689663e-08,"rel"
"normal","mu_cero",10000,3,"A",1,1,"J_u[1,1]",9824.44381070881,9824.4375,6.423476921114e-07,"rel"
"normal","mu_cero",10000,3,"A",1,2,"J_u[1,2]",0,-0.0013427734375,0.0013427734375,"abs"
"normal","mu_cero",10000,3,"A",2,1,"J_u[2,1]",0,-0.0013427734375,0.0013427734375,"abs"
"normal","mu_cero",10000,3,"A",2,2,"J_u[2,2]",20000,19999.9964599609,1.77001953125e-07,"rel"
