"dist","scenario","n","c_step","log10_c","valid","J_fro_rel"
"geometric","p_pequena",10000,3.16227766016838e-08,-7.5,TRUE,4.91187506049676
"geometric","p_pequena",10000,1e-07,-7,TRUE,1.58158850456943
"geometric","p_pequena",10000,3.16227766016838e-07,-6.5,TRUE,0.0781129835307195
"geometric","p_pequena",10000,1e-06,-6,TRUE,0.00711072026453472
"geometric","p_pequena",10000,3.16227766016838e-06,-5.5,TRUE,0.000405143280302731
"geometric","p_pequena",10000,1e-05,-5,TRUE,5.89596466309694e-05
"geometric","p_pequena",10000,3.16227766016838e-05,-4.5,TRUE,5.05885486801296e-06
"geometric","p_pequena",10000,1e-04,-4,TRUE,4.6153621260153e-07
"geometric","p_pequena",10000,0.000316227766016838,-3.5,TRUE,1.24206495469585e-07
"geometric","p_pequena",10000,0.001,-3,TRUE,1.65870007028374e-06
"geometric","p_pequena",10000,0.00316227766016838,-2.5,TRUE,1.6650819303928e-05
"geometric","p_pequena",10000,0.01,-2,TRUE,0.000166520845011359
"geometric","p_grande",100,1e-09,-9,TRUE,2857.96022444849
"geometric","p_grande",100,3.16227766016838e-09,-8.5,TRUE,256.622756924339
"geometric","p_grande",100,1e-08,-8,TRUE,28.0659389684594
"geometric","p_grande",100,3.16227766016838e-08,-7.5,TRUE,0.578846439826798
"geometric","p_grande",100,1e-07,-7,TRUE,0.225613412846856
"geometric","p_grande",100,3.16227766016838e-07,-6.5,TRUE,0.00307124799507888
"geometric","p_grande",100,1e-06,-6,TRUE,0.00239459952086732
"geometric","p_grande",100,3.16227766016838e-06,-5.5,TRUE,3.77491198679802e-06
"geometric","p_grande",100,1e-05,-5,TRUE,2.18188712991862e-05
"geometric","p_grande",100,3.16227766016838e-05,-4.5,TRUE,3.91669615860123e-07
"geometric","p_grande",100,1e-04,-4,TRUE,2.9356101589606e-08
"geometric","p_grande",100,0.000316227766016838,-3.5,TRUE,1.20639737799521e-08
"geometric","p_grande",100,0.001,-3,TRUE,3.11744064642738e-07
"geometric","p_grande",100,0.00316227766016838,-2.5,TRUE,3.12822567405834e-06
"geometric","p_grande",100,0.01,-2,TRUE,3.12833927571043e-05
"geometric","p_grande",1000,1e-09,-9,TRUE,25753.699890107
"geometric","p_grande",1000,3.16227766016838e-09,-8.5,TRUE,366.197211155552
"geometric","p_grande",1000,1e-08,-8,TRUE,24.9267138343293
"geometric","p_grande",1000,3.16227766016838e-08,-7.5,TRUE,2.77790218436778
"geometric","p_grande",1000,1e-07,-7,TRUE,0.804808387140998
"geometric","p_grande",1000,3.16227766016838e-07,-6.5,TRUE,0.172639421623456
"geometric","p_grande",1000,1e-06,-6,TRUE,5.22568342550828e-05
"geometric","p_grande",1000,3.16227766016838e-06,-5.5,TRUE,0.00140600511698688
"geometric","p_grande",1000,1e-05,-5,TRUE,0.000110814318113001
"geometric","p_grande",1000,3.16227766016838e-05,-4.5,TRUE,1.64926935768329e-05
"geometric","p_grande",1000,1e-04,-4,TRUE,1.07885266457113e-06
"geometric","p_grande",1000,0.000316227766016838,-3.5,TRUE,3.42627101874786e-08
"geometric","p_grande",1000,0.001,-3,TRUE,4.16441020099966e-07
"geometric","p_grande",1000,0.00316227766016838,-2.5,TRUE,4.31757207706936e-06
"geometric","p_grande",1000,0.01,-2,TRUE,4.31797298108169e-05
"geometric","p_grande",10000,1e-09,-9,TRUE,311714.307077249
"geometric","p_grande",10000,3.16227766016838e-09,-8.5,TRUE,7609.54666312715
"geometric","p_grande",10000,1e-08,-8,TRUE,3227.6687197947
"geometric","p_grande",10000,3.16227766016838e-08,-7.5,TRUE,313.622113094416
"geometric","p_grande",10000,1e-07,-7,TRUE,6.68453808901866
"geometric","p_grande",10000,3.16227766016838e-07,-6.5,TRUE,0.557519515016368
"geometric","p_grande",10000,1e-06,-6,TRUE,0.139362256692327
"geometric","p_grande",10000,3.16227766016838e-06,-5.5,TRUE,0.00702859148535422
"geometric","p_grande",10000,1e-05,-5,TRUE,0.00316676756400165
"geometric","p_grande",10000,3.16227766016838e-05,-4.5,TRUE,9.28994773758334e-05
"geometric","p_grande",10000,1e-04,-4,TRUE,1.81575670216363e-05
"geometric","p_grande",10000,0.000316227766016838,-3.5,TRUE,1.84192910262091e-06
"geometric","p_grande",10000,0.001,-3,TRUE,7.36497199818943e-07
"geometric","p_grande",10000,0.00316227766016838,-2.5,TRUE,5.32517060817012e-06
"geometric","p_grande",10000,0.01,-2,TRUE,5.31468359739067e-05
"normal","mu_pos",100,1e-09,-9,TRUE,123.17947802275
"normal","mu_pos",100,3.16227766016838e-09,-8.5,TRUE,3.14011411719279
"normal","mu_pos",100,1e-08,-8,TRUE,1.06982214352163
"normal","mu_pos",100,3.16227766016838e-08,-7.5,TRUE,0.00713992834414523
"normal","mu_pos",100,1e-07,-7,TRUE,0.0024660166245181
"normal","mu_pos",100,3.16227766016838e-07,-6.5,TRUE,0.000845650286558242
"normal","mu_pos",100,1e-06,-6,TRUE,5.9286445967493e-05
"normal","mu_pos",100,3.16227766016838e-06,-5.5,TRUE,2.19539806242437e-05
"normal","mu_pos",100,1e-05,-5,TRUE,4.29711262491787e-07
"normal","mu_pos",100,3.16227766016838e-05,-4.5,TRUE,6.70580738341454e-08
"normal","mu_pos",100,1e-04,-4,TRUE,1.98686522188757e-08
"normal","mu_pos",100,0.000316227766016838,-3.5,TRUE,2.28477131178862e-07
"normal","mu_pos",100,0.001,-3,TRUE,2.28897846701008e-06
"normal","mu_pos",100,0.00316227766016838,-2.5,TRUE,2.28886854595023e-05
"normal","mu_pos",100,0.01,-2,TRUE,0.000228905578515227
"normal","mu_pos",1000,1e-09,-9,TRUE,304.219689224061
"normal","mu_pos",1000,3.16227766016838e-09,-8.5,TRUE,72.2530313838065
"normal","mu_pos",1000,1e-08,-8,TRUE,3.88347524423949
"normal","mu_pos",1000,3.16227766016838e-08,-7.5,TRUE,0.648177893002044
"normal","mu_pos",1000,1e-07,-7,TRUE,0.0499431366134847
"normal","mu_pos",1000,3.16227766016838e-07,-6.5,TRUE,0.000495714684748026
"normal","mu_pos",1000,1e-06,-6,TRUE,6.83130902832869e-05
"normal","mu_pos",1000,3.16227766016838e-06,-5.5,TRUE,3.77522173292445e-05
"normal","mu_pos",1000,1e-05,-5,TRUE,6.61918117692864e-06
"normal","mu_pos",1000,3.16227766016838e-05,-4.5,TRUE,2.70716479495115e-07
"normal","mu_pos",1000,1e-04,-4,TRUE,5.09618657964385e-08
"normal","mu_pos",1000,0.000316227766016838,-3.5,TRUE,2.46909070109552e-07
"normal","mu_pos",1000,0.001,-3,TRUE,2.48297192660166e-06
"normal","mu_pos",1000,0.00316227766016838,-2.5,TRUE,2.48323381164191e-05
"normal","mu_pos",1000,0.01,-2,TRUE,0.00024834467853779
"normal","mu_pos",10000,1e-09,-9,TRUE,54.8947009723561
"normal","mu_pos",10000,3.16227766016838e-09,-8.5,TRUE,133.35346026214
"normal","mu_pos",10000,1e-08,-8,TRUE,12.4348677157476
"normal","mu_pos",10000,3.16227766016838e-08,-7.5,TRUE,0.592130203337928
"normal","mu_pos",10000,1e-07,-7,TRUE,0.104543134538208
"normal","mu_pos",10000,3.16227766016838e-07,-6.5,TRUE,0.00702159798335748
"normal","mu_pos",10000,1e-06,-6,TRUE,0.00110079848957444
"normal","mu_pos",10000,3.16227766016838e-06,-5.5,TRUE,0.000150499344237877
"normal","mu_pos",10000,1e-05,-5,TRUE,6.22726576167299e-06
"normal","mu_pos",10000,3.16227766016838e-05,-4.5,TRUE,2.48018390173448e-06
"normal","mu_pos",10000,1e-04,-4,TRUE,3.72408707288998e-08
"normal","mu_pos",10000,0.000316227766016838,-3.5,TRUE,2.48688087511092e-07
"normal","mu_pos",10000,0.001,-3,TRUE,2.4367154416183e-06
"normal","mu_pos",10000,0.00316227766016838,-2.5,TRUE,2.43732064397048e-05
"normal","mu_pos",10000,0.01,-2,TRUE,0.000243754114789022
"normal","mu_cero",100,1e-09,-9,TRUE,400.933366511451
"normal","mu_cero",100,3.16227766016838e-09,-8.5,TRUE,29.5698243579021
"normal","mu_cero",100,1e-08,-8,TRUE,5.45154739972064
"normal","mu_cero",100,3.16227766016838e-08,-7.5,TRUE,0.268712446044051
"normal","mu_cero",100,1e-07,-7,TRUE,0.0374544466041412
"normal","mu_cero",100,3.16227766016838e-07,-6.5,TRUE,0.00125633597663559
"normal","mu_cero",100,1e-06,-6,TRUE,0.000189212620088997
"normal","mu_cero",100,3.16227766016838e-06,-5.5,TRUE,3.70471210202337e-05
"normal","mu_cero",100,1e-05,-5,TRUE,3.5920307617816e-06
"normal","mu_cero",100,3.16227766016838e-05,-4.5,TRUE,2.01482527181727e-07
"normal","mu_cero",100,1e-04,-4,TRUE,3.76837708826415e-08
"normal","mu_cero",100,0.000316227766016838,-3.5,TRUE,2.82697449093454e-08
"normal","mu_cero",100,0.001,-3,TRUE,2.97696287576056e-07
"normal","mu_cero",100,0.00316227766016838,-2.5,TRUE,2.98125815880535e-06
"normal","mu_cero",100,0.01,-2,TRUE,2.98131239964973e-05
"normal","mu_cero",1000,1e-09,-9,TRUE,483.626348854635
"normal","mu_cero",1000,3.16227766016838e-09,-8.5,TRUE,105.551422676177
"normal","mu_cero",1000,1e-08,-8,TRUE,12.5150731284627
"normal","mu_cero",1000,3.16227766016838e-08,-7.5,TRUE,0.687177772974329
"normal","mu_cero",1000,1e-07,-7,TRUE,0.130041829585507
"normal","mu_cero",1000,3.16227766016838e-07,-6.5,TRUE,0.0118221220187104
"normal","mu_cero",1000,1e-06,-6,TRUE,0.00118905259186889
"normal","mu_cero",1000,3.16227766016838e-06,-5.5,TRUE,0.000102902290236342
"normal","mu_cero",1000,1e-05,-5,TRUE,1.10426502843482e-05
"normal","mu_cero",1000,3.16227766016838e-05,-4.5,TRUE,1.55990827848499e-06
"normal","mu_cero",1000,1e-04,-4,TRUE,1.34497892192093e-07
"normal","mu_cero",1000,0.000316227766016838,-3.5,TRUE,4.22547942576145e-08
"normal","mu_cero",1000,0.001,-3,TRUE,2.95045989496366e-07
"normal","mu_cero",1000,0.00316227766016838,-2.5,TRUE,2.94777199799032e-06
"normal","mu_cero",1000,0.01,-2,TRUE,2.94772325869038e-05
"normal","mu_cero",10000,1e-09,-9,TRUE,4099.10685302359
"normal","mu_cero",10000,3.16227766016838e-09,-8.5,TRUE,531.178617267491
"normal","mu_cero",10000,1e-08,-8,TRUE,64.3096560841182
"normal","mu_cero",10000,3.16227766016838e-08,-7.5,TRUE,3.62741412066923
"normal","mu_cero",10000,1e-07,-7,TRUE,0.660952771055789
"normal","mu_cero",10000,3.16227766016838e-07,-6.5,TRUE,0.0590669328704396
"normal","mu_cero",10000,1e-06,-6,TRUE,0.00636302840188837
"normal","mu_cero",10000,3.16227766016838e-06,-5.5,TRUE,0.000843886749677414
"normal","mu_cero",10000,1e-05,-5,TRUE,5.13782071849449e-05
"normal","mu_cero",10000,3.16227766016838e-05,-4.5,TRUE,5.60853961327632e-06
"normal","mu_cero",10000,1e-04,-4,TRUE,5.91270725533103e-07
"normal","mu_cero",10000,0.000316227766016838,-3.5,TRUE,7.60632711489341e-08
"normal","mu_cero",10000,0.001,-3,TRUE,3.01922989259955e-07
"normal","mu_cero",10000,0.00316227766016838,-2.5,TRUE,2.98128870720381e-06
"normal","mu_cero",10000,0.01,-2,TRUE,2.98157188342926e-05
"normal","mu_neg",100,1e-09,-9,TRUE,93.8026524124502
"normal","mu_neg",100,3.16227766016838e-09,-8.5,TRUE,10.481286958127
"normal","mu_neg",100,1e-08,-8,TRUE,0.896472578002137
"normal","mu_neg",100,3.16227766016838e-08,-7.5,TRUE,0.0521225762857786
"normal","mu_neg",100,1e-07,-7,TRUE,0.00153894535716438
"normal","mu_neg",100,3.16227766016838e-07,-6.5,TRUE,5.49955933172529e-05
"normal","mu_neg",100,1e-06,-6,TRUE,5.45737776614755e-05
"normal","mu_neg",100,3.16227766016838e-06,-5.5,TRUE,3.95533982586415e-06
"normal","mu_neg",100,1e-05,-5,TRUE,1.54617107180312e-07
"normal","mu_neg",100,3.16227766016838e-05,-4.5,TRUE,3.51594444550529e-08
"normal","mu_neg",100,1e-04,-4,TRUE,3.75221461438116e-08
"normal","mu_neg",100,0.000316227766016838,-3.5,TRUE,3.00727410356203e-07
"normal","mu_neg",100,0.001,-3,TRUE,2.99818671564046e-06
"normal","mu_neg",100,0.00316227766016838,-2.5,TRUE,2.99835923607835e-05
"normal","mu_neg",100,0.01,-2,TRUE,0.000299868423291812
"normal","mu_neg",1000,1e-09,-9,TRUE,552.431108427846
"normal","mu_neg",1000,3.16227766016838e-09,-8.5,TRUE,1.46597302659603
"normal","mu_neg",1000,1e-08,-8,TRUE,0.117872733086663
"normal","mu_neg",1000,3.16227766016838e-08,-7.5,TRUE,0.14821034117947
"normal","mu_neg",1000,1e-07,-7,TRUE,0.0174872278603481
"normal","mu_neg",1000,3.16227766016838e-07,-6.5,TRUE,0.000584016471196144
"normal","mu_neg",1000,1e-06,-6,TRUE,2.5334693057796e-05
"normal","mu_neg",1000,3.16227766016838e-06,-5.5,TRUE,1.63430355942068e-05
"normal","mu_neg",1000,1e-05,-5,TRUE,1.3889870574754e-06
"normal","mu_neg",1000,3.16227766016838e-05,-4.5,TRUE,2.36268439008967e-07
"normal","mu_neg",1000,1e-04,-4,TRUE,3.04292979932122e-08
"normal","mu_neg",1000,0.000316227766016838,-3.5,TRUE,3.03132077088372e-07
"normal","mu_neg",1000,0.001,-3,TRUE,3.02419738974752e-06
"normal","mu_neg",1000,0.00316227766016838,-2.5,TRUE,3.02386203876084e-05
"normal","mu_neg",1000,0.01,-2,TRUE,0.000302419423155402
"normal","mu_neg",10000,1e-09,-9,TRUE,2537.60426203684
"normal","mu_neg",10000,3.16227766016838e-09,-8.5,TRUE,61.4664265381919
"normal","mu_neg",10000,1e-08,-8,TRUE,7.86992411136579
"normal","mu_neg",10000,3.16227766016838e-08,-7.5,TRUE,0.0388486106913759
"normal","mu_neg",10000,1e-07,-7,TRUE,0.0815046966341498
"normal","mu_neg",10000,3.16227766016838e-07,-6.5,TRUE,0.00072222030661262
"normal","mu_neg",10000,1e-06,-6,TRUE,0.000364116109656166
"normal","mu_neg",10000,3.16227766016838e-06,-5.5,TRUE,2.32655941823358e-05
"normal","mu_neg",10000,1e-05,-5,TRUE,4.3387372446911e-06
"normal","mu_neg",10000,3.16227766016838e-05,-4.5,TRUE,2.56256913618675e-06
"normal","mu_neg",10000,1e-04,-4,TRUE,6.00284998718172e-08
"normal","mu_neg",10000,0.000316227766016838,-3.5,TRUE,3.11022637674266e-07
"normal","mu_neg",10000,0.001,-3,TRUE,3.01060801402971e-06
"normal","mu_neg",10000,0.00316227766016838,-2.5,TRUE,3.00973039107688e-05
"normal","mu_neg",10000,0.01,-2,TRUE,0.000301005725071001
"normal","severidad",100,1e-09,-9,TRUE,112.652364427682
"normal","severidad",100,3.16227766016838e-09,-8.5,TRUE,1.00000735232212
"normal","severidad",100,1e-08,-8,TRUE,0.591133218904048
"normal","severidad",100,3.16227766016838e-08,-7.5,TRUE,0.0683322208311238
"normal","severidad",100,1e-07,-7,TRUE,0.00809646774722756
"normal","severidad",100,3.16227766016838e-07,-6.5,TRUE,0.000368107149123252
"normal","severidad",100,1e-06,-6,TRUE,7.2610866377354e-05
"normal","severidad",100,3.16227766016838e-06,-5.5,TRUE,1.01020562432092e-05
"normal","severidad",100,1e-05,-5,TRUE,6.68909926284837e-07
"normal","severidad",100,3.16227766016838e-05,-4.5,TRUE,7.79176171308725e-08
"normal","severidad",100,1e-04,-4,TRUE,1.77931694199693e-07
"normal","severidad",100,0.000316227766016838,-3.5,TRUE,1.66757322787693e-06
"normal","severidad",100,0.001,-3,TRUE,1.66719014829642e-05
"normal","severidad",100,0.00316227766016838,-2.5,TRUE,0.000166728341569342
"normal","severidad",100,0.01,-2,TRUE,0.00166828439408494
"normal","severidad",1000,1e-09,-9,TRUE,218.261168554416
"normal","severidad",1000,3.16227766016838e-09,-8.5,TRUE,31.7786667353858
"normal","severidad",1000,1e-08,-8,TRUE,2.26735690125659
"normal","severidad",1000,3.16227766016838e-08,-7.5,TRUE,0.348216498497687
"normal","severidad",1000,1e-07,-7,TRUE,0.00421965550138057
"normal","severidad",1000,3.16227766016838e-07,-6.5,TRUE,0.00132283239455219
"normal","severidad",1000,1e-06,-6,TRUE,0.000345156766695155
"normal","severidad",1000,3.16227766016838e-06,-5.5,TRUE,1.33241647512489e-05
"normal","severidad",1000,1e-05,-5,TRUE,4.35709724746567e-07
"normal","severidad",1000,3.16227766016838e-05,-4.5,TRUE,2.90868709526935e-07
"normal","severidad",1000,1e-04,-4,TRUE,1.50895665025951e-07
"normal","severidad",1000,0.000316227766016838,-3.5,TRUE,1.67172383964952e-06
"normal","severidad",1000,0.001,-3,TRUE,1.67447967188526e-05
"normal","severidad",1000,0.00316227766016838,-2.5,TRUE,0.000167458465077165
"normal","severidad",1000,0.01,-2,TRUE,0.00167559458171764
"normal","severidad",10000,1e-09,-9,TRUE,1271.1289044293
"normal","severidad",10000,3.16227766016838e-09,-8.5,TRUE,20.684035503747
"normal","severidad",10000,1e-08,-8,TRUE,0.56632007570335
"normal","severidad",10000,3.16227766016838e-08,-7.5,TRUE,0.619073129410143
"normal","severidad",10000,1e-07,-7,TRUE,0.0408327250234488
"normal","severidad",10000,3.16227766016838e-07,-6.5,TRUE,0.00368077925112475
"normal","severidad",10000,1e-06,-6,TRUE,0.000630560736610822
"normal","severidad",10000,3.16227766016838e-06,-5.5,TRUE,4.65379092909327e-05
"normal","severidad",10000,1e-05,-5,TRUE,1.29059658225354e-06
"normal","severidad",10000,3.16227766016838e-05,-4.5,TRUE,2.85108845458418e-07
"normal","severidad",10000,1e-04,-4,TRUE,1.96276374135923e-07
"normal","severidad",10000,0.000316227766016838,-3.5,TRUE,1.68770293166803e-06
"normal","severidad",10000,0.001,-3,TRUE,1.67778981583969e-05
"normal","severidad",10000,0.00316227766016838,-2.5,TRUE,0.000167783667709763
"normal","severidad",10000,0.01,-2,TRUE,0.00167885010201379
"normal","sd_pequena",100,1e-09,-9,TRUE,0.00124913580703953
"normal","sd_pequena",100,3.16227766016838e-09,-8.5,TRUE,2.90253428408124e-05
"normal","sd_pequena",100,1e-08,-8,TRUE,3.90568425670142e-05
"normal","sd_pequena",100,3.16227766016838e-08,-7.5,TRUE,1.81147004952523e-06
"normal","sd_pequena",100,1e-07,-7,TRUE,1.73842672577983e-08
"normal","sd_pequena",100,3.16227766016838e-07,-6.5,TRUE,2.55204379143313e-09
"normal","sd_pequena",100,1e-06,-6,TRUE,2.47971544926057e-09
"normal","sd_pequena",100,3.16227766016838e-06,-5.5,TRUE,2.41004388459889e-10
"normal","sd_pequena",100,1e-05,-5,TRUE,1.45350073959993e-11
"normal","sd_pequena",100,3.16227766016838e-05,-4.5,TRUE,3.56232891917118e-12
"normal","sd_pequena",100,1e-04,-4,TRUE,4.78355491837909e-13
"normal","sd_pequena",100,0.000316227766016838,-3.5,TRUE,3.01049595262332e-12
"normal","sd_pequena",100,0.001,-3,TRUE,3.00499636797339e-11
"normal","sd_pequena",100,0.00316227766016838,-2.5,TRUE,3.00516755213194e-10
"normal","sd_pequena",100,0.01,-2,TRUE,3.00690552345383e-09
"normal","sd_pequena",1000,1e-09,-9,TRUE,0.00713752726066296
"normal","sd_pequena",1000,3.16227766016838e-09,-8.5,TRUE,0.00156619912492026
"normal","sd_pequena",1000,1e-08,-8,TRUE,9.45305088049264e-05
"normal","sd_pequena",1000,3.16227766016838e-08,-7.5,TRUE,7.09976073602629e-06
"normal","sd_pequena",1000,1e-07,-7,TRUE,7.23809928893084e-07
"normal","sd_pequena",1000,3.16227766016838e-07,-6.5,TRUE,8.12910027226509e-08
"normal","sd_pequena",1000,1e-06,-6,TRUE,1.06849592551451e-09
"normal","sd_pequena",1000,3.16227766016838e-06,-5.5,TRUE,8.37271027103331e-10
"normal","sd_pequena",1000,1e-05,-5,TRUE,1.3574061420283e-10
"normal","sd_pequena",1000,3.16227766016838e-05,-4.5,TRUE,5.84764352496415e-12
"normal","sd_pequena",1000,1e-04,-4,TRUE,4.475633310673e-13
"normal","sd_pequena",1000,0.000316227766016838,-3.5,TRUE,3.39135884839675e-12
"normal","sd_pequena",1000,0.001,-3,TRUE,3.37413998003781e-11
"normal","sd_pequena",1000,0.00316227766016838,-2.5,TRUE,3.37434924514026e-10
"normal","sd_pequena",1000,0.01,-2,TRUE,3.37626291712694e-09
"normal","sd_pequena",10000,1e-09,-9,TRUE,0.0225468414844473
"normal","sd_pequena",10000,3.16227766016838e-09,-8.5,TRUE,0.00111173705760538
"normal","sd_pequena",10000,1e-08,-8,TRUE,6.17350397459468e-05
"normal","sd_pequena",10000,3.16227766016838e-08,-7.5,TRUE,1.93141037355614e-05
"normal","sd_pequena",10000,1e-07,-7,TRUE,3.84546968236267e-07
"normal","sd_pequena",10000,3.16227766016838e-07,-6.5,TRUE,1.1412255212277e-07
"normal","sd_pequena",10000,1e-06,-6,TRUE,1.25795086134125e-08
"normal","sd_pequena",10000,3.16227766016838e-06,-5.5,TRUE,3.31201595609707e-09
"normal","sd_pequena",10000,1e-05,-5,TRUE,1.49044572838727e-10
"normal","sd_pequena",10000,3.16227766016838e-05,-4.5,TRUE,1.27227316780793e-11
"normal","sd_pequena",10000,1e-04,-4,TRUE,3.233588154506e-12
"normal","sd_pequena",10000,0.000316227766016838,-3.5,TRUE,3.23759568897969e-12
"normal","sd_pequena",10000,0.001,-3,TRUE,3.22940886762656e-11
"normal","sd_pequena",10000,0.00316227766016838,-2.5,TRUE,3.22960987170656e-10
"normal","sd_pequena",10000,0.01,-2,TRUE,3.2314551726424e-09
"lognormal","tipica",100,1e-09,-9,TRUE,3287.03082458131
"lognormal","tipica",100,3.16227766016838e-09,-8.5,TRUE,219.09418520662
"lognormal","tipica",100,1e-08,-8,TRUE,28.3635583196704
"lognormal","tipica",100,3.16227766016838e-08,-7.5,TRUE,0.702178441982119
"lognormal","tipica",100,1e-07,-7,TRUE,0.187452113237141
"lognormal","tipica",100,3.16227766016838e-07,-6.5,TRUE,0.0105629937660694
"lognormal","tipica",100,1e-06,-6,TRUE,0.000688310056999282
"lognormal","tipica",100,3.16227766016838e-06,-5.5,TRUE,0.000120294917531546
"lognormal","tipica",100,1e-05,-5,TRUE,2.26850866200715e-05
"lognormal","tipica",100,3.16227766016838e-05,-4.5,TRUE,3.37678781812493e-07
"lognormal","tipica",100,1e-04,-4,TRUE,1.63896800270306e-07
"lognormal","tipica",100,0.000316227766016838,-3.5,TRUE,3.04520752026071e-08
"lognormal","tipica",100,0.001,-3,TRUE,3.23018918593656e-07
"lognormal","tipica",100,0.00316227766016838,-2.5,TRUE,3.21319020592826e-06
"lognormal","tipica",100,0.01,-2,TRUE,3.21296087713598e-05
"lognormal","tipica",1000,1e-09,-9,TRUE,8745.41754037503
"lognormal","tipica",1000,3.16227766016838e-09,-8.5,TRUE,967.039208802055
"lognormal","tipica",1000,1e-08,-8,TRUE,53.3941287149358
"lognormal","tipica",1000,3.16227766016838e-08,-7.5,TRUE,14.9408301433871
"lognormal","tipica",1000,1e-07,-7,TRUE,0.788191625359908
"lognormal","tipica",1000,3.16227766016838e-07,-6.5,TRUE,0.0258418750955905
"lognormal","tipica",1000,1e-06,-6,TRUE,0.0170464063343803
"lognormal","tipica",1000,3.16227766016838e-06,-5.5,TRUE,0.000534697006828526
"lognormal","tipica",1000,1e-05,-5,TRUE,0.00015868218867656
"lognormal","tipica",1000,3.16227766016838e-05,-4.5,TRUE,1.10409357487466e-05
"lognormal","tipica",1000,1e-04,-4,TRUE,6.37014032581061e-07
"lognormal","tipica",1000,0.000316227766016838,-3.5,TRUE,1.59598344435971e-08
"lognormal","tipica",1000,0.001,-3,TRUE,3.10306230659568e-07
"lognormal","tipica",1000,0.00316227766016838,-2.5,TRUE,3.20036084492783e-06
"lognormal","tipica",1000,0.01,-2,TRUE,3.20163308320793e-05
"lognormal","tipica",10000,1e-09,-9,TRUE,2937.10249678021
"lognormal","tipica",10000,3.16227766016838e-09,-8.5,TRUE,580.128873190109
"lognormal","tipica",10000,1e-08,-8,TRUE,83.3401795034527
"lognormal","tipica",10000,3.16227766016838e-08,-7.5,TRUE,29.5501914708693
"lognormal","tipica",10000,1e-07,-7,TRUE,2.63203440572457
"lognormal","tipica",10000,3.16227766016838e-07,-6.5,TRUE,0.289000190945744
"lognormal","tipica",10000,1e-06,-6,TRUE,0.00534605135095542
"lognormal","tipica",10000,3.16227766016838e-06,-5.5,TRUE,0.00204313766243067
"lognormal","tipica",10000,1e-05,-5,TRUE,0.000167928268809256
"lognormal","tipica",10000,3.16227766016838e-05,-4.5,TRUE,2.61397650290251e-05
"lognormal","tipica",10000,1e-04,-4,TRUE,1.30152546345167e-06
"lognormal","tipica",10000,0.000316227766016838,-3.5,TRUE,2.33856210334571e-07
"lognormal","tipica",10000,0.001,-3,TRUE,3.38384122662851e-07
"lognormal","tipica",10000,0.00316227766016838,-2.5,TRUE,3.1944941533134e-06
"lognormal","tipica",10000,0.01,-2,TRUE,3.19455760059324e-05
"lognormal","poca_disp",100,1e-09,-9,TRUE,1.8538229509007
"lognormal","poca_disp",100,3.16227766016838e-09,-8.5,TRUE,0.21276425664075
"lognormal","poca_disp",100,1e-08,-8,TRUE,0.0137108047679454
"lognormal","poca_disp",100,3.16227766016838e-08,-7.5,TRUE,0.00100592143132514
"lognormal","poca_disp",100,1e-07,-7,TRUE,0.00021559299687047
"lognormal","poca_disp",100,3.16227766016838e-07,-6.5,TRUE,1.82445525123628e-05
"lognormal","poca_disp",100,1e-06,-6,TRUE,1.63994114130227e-06
"lognormal","poca_disp",100,3.16227766016838e-06,-5.5,TRUE,1.00595280868973e-07
"lognormal","poca_disp",100,1e-05,-5,TRUE,9.51587252035067e-09
"lognormal","poca_disp",100,3.16227766016838e-05,-4.5,TRUE,7.12524668429211e-10
"lognormal","poca_disp",100,1e-04,-4,TRUE,2.08982886373361e-10
"lognormal","poca_disp",100,0.000316227766016838,-3.5,TRUE,1.48659482102114e-09
"lognormal","poca_disp",100,0.001,-3,TRUE,1.47447319065557e-08
"lognormal","poca_disp",100,0.00316227766016838,-2.5,TRUE,1.47440675586102e-07
"lognormal","poca_disp",100,0.01,-2,TRUE,1.47456513141945e-06
"lognormal","poca_disp",1000,1e-09,-9,TRUE,0.54523102334516
"lognormal","poca_disp",1000,3.16227766016838e-09,-8.5,TRUE,0.0928698378136524
"lognormal","poca_disp",1000,1e-08,-8,TRUE,0.0440042900879508
"lognormal","poca_disp",1000,3.16227766016838e-08,-7.5,TRUE,0.00506279588882985
"lognormal","poca_disp",1000,1e-07,-7,TRUE,0.000189488028761434
"lognormal","poca_disp",1000,3.16227766016838e-07,-6.5,TRUE,9.17124478684757e-06
"lognormal","poca_disp",1000,1e-06,-6,TRUE,1.25047081138912e-06
"lognormal","poca_disp",1000,3.16227766016838e-06,-5.5,TRUE,2.14274339432487e-07
"lognormal","poca_disp",1000,1e-05,-5,TRUE,1.31318669212316e-08
"lognormal","poca_disp",1000,3.16227766016838e-05,-4.5,TRUE,1.24153994532122e-09
"lognormal","poca_disp",1000,1e-04,-4,TRUE,8.92720457207186e-10
"lognormal","poca_disp",1000,0.000316227766016838,-3.5,TRUE,1.55138503555199e-09
"lognormal","poca_disp",1000,0.001,-3,TRUE,1.50894564296586e-08
"lognormal","poca_disp",1000,0.00316227766016838,-2.5,TRUE,1.5088339039148e-07
"lognormal","poca_disp",1000,0.01,-2,TRUE,1.50899315642103e-06
"lognormal","poca_disp",10000,1e-09,-9,TRUE,3.85171539794808
"lognormal","poca_disp",10000,3.16227766016838e-09,-8.5,TRUE,0.314104395116026
