Cost_claims_year
0
0
0
0
882
57.5
0
0
0
0
56.39
2697.36
58.8
0
0
882
0
0
0
0
0
0
0
0
0
0
0
0
100.37
0
143.57
0
0
0
0
0
0
0
0
0
0
0
0
0
0
882
0
0
0
0
0
0
0
962.58
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2117.39
0
0
0
0
526.43
0
0
0
0
0
0
0
0
89.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
68.93
0
0
0
0
1595.26
950.78
63.99
0
563.48
0
106.58
0
130.26
0
0
843.99
118.63
81.89
0
0
0
0
214.72
0
145.54
0
0
453.08
0
0
0
170.15
0
0
0
0
285.49
291.11
0
728.75
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
280.62
0
0
0
0
0
0
1764
0
0
0
0
0
49.95
0
0
0
0
205.94
0
0
0
0
0
0
0
0
52.09
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
279.6
0
0
0
0
0
0
0
0
0
0
688.63
0
0
0
0
0
0
0
0
0
0
1313.84
1182.8
200.04
0
0
100.34
0
0
0
0
0
0
0
0
0
0
1524.64
157.64
0
0
0
0
274.1
0
0
882
0
0
0
0
0
0
0
1078.19
0
896.04
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
387.03
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
348.91
0
0
0
0
0
0
0
0
0
0
882
0
0
0
0
0
152.96
0
0
0
338.89
0
816.03
0
0
0
0
0
0
0
0
0
0
467.02
0
0
0
292.43
0
0
0
0
0
0
0
357.95
0
0
0
0
0
0
0
0
0
0
0
0
98.73
882
0
0
1113.69
0
0
0
136
62.57
0
0
0
0
0
0
0
0
0
0
67.25
0
0
0
275.32
338.8
0
0
0
0
0
0
0
0
0
186.3
0
0
0
0
0
150.25
51.95
0
0
0
0
0
150.26
0
0
0
0
0
0
0
0
0
1021.63
0
0
334.43
0
0
0
0
0
0
0
0
0
0
0
0
0
0
577.29
0
0
0
0
0
0
0
0
0
0
0
0
170.42
52.09
0
0
0
0
882
0
0
0
0
0
0
0
0
0
0
0
0
0
0
41.83
1764
0
0
0
0
0
0
0
238.45
0
0
0
0
0
0
0
0
0
0
0
0
0
0
86.02
0
0
0
0
0
0
0
520.03
0
0
328.78
64.25
0
0
0
0
0
0
0
0
1018.95
0
737.52
0
0
774.15
0
0
0
329.04
0
0
0
0
55.17
0
82.4
0
0
0
0
135.15
176.29
0
0
0
0
316.18
0
0
0
0
0
128.8
0
0
0
0
0
0
0
6576.61
496.17
0
0
0
0
0
0
0
0
0
0
301.01
0
0
0
0
0
970.89
0
0
0
0
0
0
1534.71
0
0
0
0
0
0
992.86
0
0
0
0
0
49.95
0
1149.8
0
0
0
0
0
294.25
0
0
0
0
0
0
0
0
0
882
0
0
0
0
2154.89
0
0
0
0
0
0
0
0
0
0
0
0
0
110.26
0
0
0
0
0
0
0
124.68
0
0
0
0
0
0
0
0
882
0
346.04
0
0
0
0
0
0
0
0
0
0
54.89
0
0
0
0
494.56
0
74.19
0
55.03
0
0
314.04
0
0
0
0
0
0
0
0
141.56
0
0
0
2547.71
0
163.22
0
119.6
0
0
0
0
209.89
0
185.97
0
0
86.21
0
0
0
0
0
0
0
0
0
181.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
52.09
0
0
0
0
0
0
0
0
0
820
0
0
933.95
0
0
0
0
0
0
0
0
0
0
0
0
0
0
219.85
0
0
0
1375.34
0
0
0
0
0
0
0
0
0
0
0
0
67.08
0
0
0
0
0
79.77
0
0
0
0
0
0
0
0
231.65
0
0
0
0
0
0
1702
0
0
0
0
882
0
0
0
916.45
0
0
64.46
0
0
100.37
0
0
0
0
0
0
0
0
0
0
0
397.37
0
0
0
0
0
514.52
0
174.72
79.98
202.18
0
49.95
3070.85
0
0
0
0
0
0
0
0
0
0
0
0
259.7
0
0
0
0
0
0
0
577.25
0
0
0
0
0
0
0
0
0
0
372.27
0
0
0
0
0
617.91
0
0
0
350.35
0
0
0
0
0
0
0
0
100.18
0
0
0
0
0
0
0
59.71
0
0
0
0
0
0
0
0
0
0
0
0
